cust_id,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,employment_type_num,education_num,marital_status_num
30514,32,0.18477951873714485,0.4782608695652174,full-time,Some College,single,0.4,0.0,,0.0
30515,47,1.0,0.5652173913043479,full-time,Advanced,divorced,0.0,0.0,,1.0
30516,36,0.0,0.818840579710145,full-time,Some College,married,0.8,0.0,,0.5
30517,30,0.5334358957208073,0.746376811594203,full-time,Advanced,single,0.0,0.0,,0.0
30518,34,0.3260815036537851,0.0,full-time,Advanced,married,0.6000000000000001,0.0,,0.5
30519,18,0.0,0.05072463768115942,full-time,Some College,single,0.0,0.0,,0.0
30520,60,0.03846089530275412,0.18115942028985507,full-time,Some College,married,0.4,0.0,,0.5
30521,32,0.49581110683767826,0.4420289855072464,self-employed,bachelor,single,0.2,0.6666666666666666,0.5,0.0
30522,35,0.33360646143041084,0.6666666666666667,self-employed,graduate,married,0.2,0.6666666666666666,1.0,0.5
30523,36,0.16053243256801722,0.2536231884057971,full-time,Some College,married,0.6000000000000001,0.0,,0.5
30524,39,0.3795923145097907,0.7681159420289856,self-employed,graduate,married,0.6000000000000001,0.6666666666666666,1.0,0.5
30525,56,0.5384525342385578,0.36231884057971014,full-time,Some College,single,0.4,0.0,,0.0
30526,34,0.22156820120064882,0.2028985507246377,full-time,Some College,married,0.0,0.0,,0.5
30527,39,0.17976288021939432,0.38405797101449274,self-employed,bachelor,married,0.2,0.6666666666666666,0.5,0.5
30528,24,0.0,0.463768115942029,full-time,high school,married,0.4,0.0,0.0,0.5
30529,32,0.3369508871089112,0.30434782608695654,self-employed,graduate,single,0.0,0.6666666666666666,1.0,0.0
30530,57,0.18227119947826956,0.4927536231884058,full-time,bachelor,divorced,0.2,0.0,0.5,1.0
30531,64,0.047658065918630116,0.09420289855072464,contract,bachelor,single,0.6000000000000001,1.0,0.5,0.0
30532,34,0.04598585307937994,0.4927536231884058,full-time,high school,married,0.4,0.0,0.0,0.5
30533,47,0.0,0.3695652173913043,full-time,Some College,single,0.4,0.0,,0.0
30534,20,0.0,0.17391304347826086,full-time,Some College,single,0.4,0.0,,0.0
30535,31,0.0735773649270079,0.17391304347826086,full-time,graduate,married,0.2,0.0,1.0,0.5
30536,19,0.0,0.06521739130434784,full-time,graduate,single,0.0,0.0,1.0,0.0
30537,59,0.06521630073075699,0.8333333333333334,full-time,high school,divorced,0.2,0.0,0.0,1.0
30538,42,0.660524071503821,0.10144927536231885,self-employed,graduate,married,0.4,0.6666666666666666,1.0,0.5
30539,51,0.38795337870604163,0.7101449275362319,full-time,bachelor,married,0.4,0.0,0.5,0.5
30540,24,0.3235731843949098,0.44927536231884063,full-time,bachelor,single,0.2,0.0,0.5,0.0
30541,18,0.0,0.02898550724637681,full-time,Some College,single,0.0,0.0,,0.0
30542,24,0.2708984799585291,0.3333333333333333,full-time,graduate,married,0.2,0.0,1.0,0.5
30543,20,0.0,0.17391304347826086,full-time,Advanced,single,0.2,0.0,,0.0
30544,35,0.0,0.3333333333333333,self-employed,Some College,married,0.0,0.6666666666666666,,0.5
30545,28,0.11036604739051184,0.4275362318840579,full-time,Some College,married,0.2,0.0,,0.5
30546,38,0.0953161318372602,0.7681159420289856,full-time,high school,married,0.4,0.0,0.0,0.5
30547,51,0.11872711158676277,0.8260869565217391,self-employed,bachelor,married,0.0,0.6666666666666666,0.5,0.5
30548,52,0.2458152873697764,0.37681159420289856,full-time,Advanced,married,0.2,0.0,,0.5
30549,43,0.0,0.4565217391304348,full-time,high school,single,0.0,0.0,0.0,0.0
30550,39,0.17641845454089397,0.2608695652173913,full-time,bachelor,married,0.0,0.0,0.5,0.5
30551,62,0.2984899918061571,0.3188405797101449,full-time,bachelor,married,1.0,0.0,0.5,0.5
30552,47,0.14297419775589035,0.7753623188405798,full-time,graduate,divorced,0.2,0.0,1.0,1.0
30553,47,0.48745004264142733,0.4202898550724638,self-employed,Advanced,divorced,0.2,0.6666666666666666,,1.0
30554,53,0.4448086152405477,0.07246376811594202,full-time,bachelor,married,0.2,0.0,0.5,0.5
30555,27,0.1981572214511463,0.6811594202898551,full-time,bachelor,married,0.6000000000000001,0.0,0.5,0.5
30556,26,0.0,0.4275362318840579,full-time,high school,single,0.2,0.0,0.0,0.0
30557,32,0.8085149077774618,0.673913043478261,full-time,graduate,married,0.4,0.0,1.0,0.5
30558,46,0.2508319258875269,0.5797101449275363,full-time,Some College,married,0.2,0.0,,0.5
30559,28,0.044313640240129765,0.44927536231884063,self-employed,bachelor,married,0.2,0.6666666666666666,0.5,0.5
30560,35,0.0,0.6521739130434783,full-time,bachelor,married,0.4,0.0,0.5,0.5
30561,57,0.21738766910252336,0.5362318840579711,full-time,Advanced,married,0.0,0.0,,0.5
30562,33,0.2065182856473972,0.6231884057971016,full-time,bachelor,married,0.6000000000000001,0.0,0.5,0.5
30563,19,0.009197170615875966,0.09420289855072464,full-time,high school,single,0.2,0.0,0.0,0.0
30564,45,0.13210481430076418,0.14492753623188406,full-time,high school,single,0.4,0.0,0.0,0.0
30565,69,0.06605240715038208,0.4855072463768116,part-time,high school,divorced,0.2,0.3333333333333333,0.0,1.0
30566,30,0.07106904566813263,0.2826086956521739,full-time,high school,married,0.4,0.0,0.0,0.5
30567,49,0.0,1.0,full-time,bachelor,married,0.2,0.0,0.5,0.5
30568,33,0.06354408789150681,0.2173913043478261,self-employed,Some College,single,0.4,0.6666666666666666,,0.0
30569,48,0.1145465794886373,0.601449275362319,full-time,Some College,married,0.2,0.0,,0.5
30570,29,0.31353990735940873,0.18115942028985507,full-time,Some College,married,0.2,0.0,,0.5
30571,28,0.09448002541763514,0.07971014492753623,full-time,Some College,single,0.2,0.0,,0.0
30572,37,0.1973211150315212,0.2391304347826087,part-time,graduate,single,0.2,0.3333333333333333,1.0,0.0
30573,39,0.14548251701476564,1.0,full-time,graduate,single,0.0,0.0,1.0,0.0
30574,41,0.30183441748465745,0.37681159420289856,self-employed,graduate,married,0.8,0.6666666666666666,1.0,0.5
30575,46,0.2734067992174044,0.746376811594203,full-time,graduate,married,0.4,0.0,1.0,0.5
30576,49,0.3996588685807929,0.32608695652173914,full-time,bachelor,single,0.0,0.0,0.5,0.0
30577,44,0.14966304911289105,0.2391304347826087,contract,high school,married,0.2,1.0,0.0,0.5
30578,55,0.130432601461514,0.6521739130434783,self-employed,graduate,divorced,0.4,0.6666666666666666,1.0,1.0
30579,28,0.06772461998963228,0.03623188405797101,full-time,bachelor,single,0.4,0.0,0.5,0.0
30580,46,0.5936355579338137,0.4710144927536232,full-time,Advanced,married,0.2,0.0,,0.5
30581,28,0.10534940887276131,0.3913043478260869,self-employed,graduate,married,0.4,0.6666666666666666,1.0,0.5
30582,19,0.22574873329877423,0.11594202898550723,full-time,bachelor,single,0.0,0.0,0.5,0.0
30583,39,0.5936355579338137,0.07971014492753623,full-time,graduate,single,0.4,0.0,1.0,0.0
30584,41,0.19397668935302084,0.36231884057971014,full-time,Advanced,married,0.2,0.0,,0.5
30585,32,0.17809066738014415,0.5362318840579711,self-employed,high school,single,0.0,0.6666666666666666,0.0,0.0
30586,29,0.27006237353890405,0.8260869565217391,contract,Advanced,married,0.2,1.0,,0.5
30587,25,0.0,0.4855072463768116,full-time,graduate,married,0.0,0.0,1.0,0.5
30588,36,0.3503285898229126,1.0,self-employed,graduate,divorced,0.0,0.6666666666666666,1.0,1.0
30589,39,0.28176786341365523,0.19565217391304346,full-time,bachelor,single,0.2,0.0,0.5,0.0
30590,43,0.5927994515141887,0.6304347826086958,part-time,high school,married,0.2,0.3333333333333333,0.0,0.5
30591,38,0.20986271132589754,0.10869565217391305,self-employed,graduate,married,0.4,0.6666666666666666,1.0,0.5
30592,35,0.4138726777144194,0.13768115942028986,part-time,Advanced,married,0.4,0.3333333333333333,,0.5
30593,36,0.214043243424023,0.4130434782608696,self-employed,high school,married,0.6000000000000001,0.6666666666666666,0.0,0.5
30594,18,0.02508319258875269,0.0072463768115942,full-time,bachelor,single,0.0,0.0,0.5,0.0
30595,37,0.828581461848464,1.0,full-time,graduate,single,0.2,0.0,1.0,0.0
30596,51,0.7157070951990768,0.782608695652174,full-time,graduate,married,0.8,0.0,1.0,0.5
30597,44,0.13461313355963947,0.4347826086956522,self-employed,bachelor,married,0.6000000000000001,0.6666666666666666,0.5,0.5
30598,29,0.11705489874751254,0.49999999999999994,full-time,bachelor,single,0.2,0.0,0.5,0.0
30599,38,0.7065099245832008,0.6594202898550726,full-time,graduate,married,0.0,0.0,1.0,0.5
30600,42,0.01839434123175196,0.6159420289855073,full-time,high school,married,0.4,0.0,0.0,0.5
30601,52,0.02173876691025234,0.9057971014492754,full-time,high school,single,0.2,0.0,0.0,0.0
30602,31,0.09448002541763514,0.0072463768115942,full-time,high school,single,0.2,0.0,0.0,0.0
30603,21,0.0,0.2318840579710145,full-time,Some College,single,0.4,0.0,,0.0
30604,44,0.08779117406063444,0.5507246376811594,self-employed,high school,divorced,0.0,0.6666666666666666,0.0,1.0
30605,42,0.016722128392501784,0.3913043478260869,contract,Some College,divorced,0.0,1.0,,1.0
30606,42,0.32022875871640943,0.34057971014492755,contract,high school,divorced,0.2,1.0,0.0,1.0
30607,18,0.12708817578301365,0.014492753623188408,full-time,bachelor,single,0.2,0.0,0.5,0.0
30608,27,0.20986271132589754,0.6304347826086958,full-time,graduate,married,0.4,0.0,1.0,0.5
30609,22,0.08277453554288389,0.2608695652173913,self-employed,graduate,single,0.0,0.6666666666666666,1.0,0.0
30610,37,0.465711275731175,0.5362318840579711,part-time,Advanced,single,0.0,0.3333333333333333,,0.0
30611,38,0.45985853079379935,0.3333333333333333,full-time,bachelor,married,0.0,0.0,0.5,0.5
30612,41,0.09029949331950968,0.15217391304347824,part-time,Advanced,single,0.0,0.3333333333333333,,0.0
30613,27,0.18310730589789467,0.49999999999999994,full-time,bachelor,single,0.0,0.0,0.5,0.0
30614,57,0.18477951873714485,0.2246376811594203,full-time,Some College,single,0.0,0.0,,0.0
30615,35,0.16805739034464304,0.818840579710145,full-time,Advanced,married,0.0,0.0,,0.5
30616,46,0.31772043945753414,0.32608695652173914,full-time,graduate,married,0.0,0.0,1.0,0.5
30617,38,0.37206735673316493,0.6086956521739131,full-time,bachelor,married,0.2,0.0,0.5,0.5
30618,39,0.1714018160231434,0.6086956521739131,full-time,Some College,single,0.0,0.0,,0.0
30619,55,0.0576913429541312,0.4275362318840579,self-employed,high school,single,0.0,0.6666666666666666,0.0,0.0
30620,45,0.38042842092941587,0.572463768115942,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
30621,41,0.1563519004698918,0.10144927536231885,full-time,Some College,married,0.0,0.0,,0.5
30622,33,0.43310312536579654,0.36231884057971014,full-time,high school,single,0.2,0.0,0.0,0.0
30623,55,0.3486563769836625,0.5797101449275363,self-employed,graduate,married,0.2,0.6666666666666666,1.0,0.5
30624,22,0.024247086169127602,0.2753623188405797,part-time,high school,single,0.2,0.3333333333333333,0.0,0.0
30625,20,0.004180532098125439,0.15217391304347824,full-time,Some College,married,0.2,0.0,,0.5
30626,54,0.07190515208775772,0.7681159420289856,part-time,bachelor,single,0.0,0.3333333333333333,0.5,0.0
30627,37,0.6111937927459407,0.9057971014492754,self-employed,bachelor,married,0.2,0.6666666666666666,0.5,0.5
30628,34,0.4774167656059263,0.0,full-time,bachelor,married,0.4,0.0,0.5,0.5
30629,37,0.0,0.5217391304347827,full-time,Some College,married,0.0,0.0,,0.5
30630,48,0.1371214528185147,0.4130434782608696,full-time,bachelor,married,0.8,0.0,0.5,0.5
30631,51,0.2433069681109011,0.6811594202898551,full-time,bachelor,single,0.8,0.0,0.5,0.0
30632,20,0.13795755923813982,0.19565217391304346,contract,Some College,single,0.0,1.0,,0.0
30633,36,0.08361064196250897,0.2101449275362319,part-time,graduate,single,0.2,0.3333333333333333,1.0,0.0
30634,38,0.6295881339776926,0.6086956521739131,full-time,Advanced,single,0.2,0.0,,0.0
30635,28,0.2458152873697764,0.36231884057971014,full-time,graduate,married,0.2,0.0,1.0,0.5
30636,40,0.48912225548067756,0.07246376811594202,full-time,bachelor,divorced,0.2,0.0,0.5,1.0
30637,36,0.5325997893011822,0.8550724637681161,full-time,bachelor,married,0.0,0.0,0.5,0.5
30638,61,0.4857778298021772,0.4420289855072464,full-time,bachelor,married,0.2,0.0,0.5,0.5
30639,44,0.5702245781843113,0.2391304347826087,full-time,bachelor,married,0.0,0.0,0.5,0.5
30640,34,0.07859400344475845,0.7028985507246378,full-time,graduate,married,0.8,0.0,1.0,0.5
30641,38,0.09113559973913479,0.4710144927536232,full-time,Some College,single,0.2,0.0,,0.0
30642,24,0.01086938345512617,0.30434782608695654,self-employed,high school,single,0.4,0.6666666666666666,0.0,0.0
30643,22,0.13544923997926453,0.2898550724637681,part-time,high school,single,0.2,0.3333333333333333,0.0,0.0
30644,28,0.3252453972341599,0.08695652173913043,part-time,bachelor,divorced,0.2,0.3333333333333333,0.5,1.0
30645,52,0.3143760137790338,0.5507246376811594,full-time,bachelor,divorced,0.2,0.0,0.5,1.0
30646,39,0.17558234812126886,0.2101449275362319,full-time,Some College,divorced,0.0,0.0,,1.0
30647,42,0.35618133476028824,0.5072463768115942,full-time,graduate,single,0.0,0.0,1.0,0.0
30648,48,0.32440929081453485,0.4782608695652174,full-time,bachelor,married,0.2,0.0,0.5,0.5
30649,43,0.0,0.2608695652173913,self-employed,bachelor,married,0.0,0.6666666666666666,0.5,0.5
30650,51,0.1045133024531362,0.10869565217391305,full-time,Some College,divorced,0.0,0.0,,1.0
30651,46,0.0953161318372602,0.13043478260869565,part-time,high school,single,0.0,0.3333333333333333,0.0,0.0
30652,26,0.23410979749502517,0.17391304347826086,full-time,Some College,single,0.0,0.0,,0.0
30653,33,0.130432601461514,0.2173913043478261,full-time,bachelor,divorced,0.2,0.0,0.5,1.0
30654,28,0.3436397384659119,0.11594202898550723,part-time,bachelor,married,0.6000000000000001,0.3333333333333333,0.5,0.5
30655,35,0.04347753382050465,0.4855072463768116,full-time,high school,married,0.0,0.0,0.0,0.5
30656,30,0.5551746626310596,0.3913043478260869,full-time,Advanced,single,0.2,0.0,,0.0
30657,46,0.2508319258875269,0.021739130434782608,self-employed,bachelor,single,0.2,0.6666666666666666,0.5,0.0
30658,31,0.0,0.782608695652174,self-employed,bachelor,married,0.2,0.6666666666666666,0.5,0.5
30659,47,0.19230447651377067,0.13043478260869565,full-time,Some College,married,0.0,0.0,,0.5
30660,33,0.061871875052256636,0.2898550724637681,full-time,high school,married,0.0,0.0,0.0,0.5
30661,45,0.5142054480694302,0.4347826086956522,part-time,Some College,married,0.6000000000000001,0.3333333333333333,,0.5
30662,39,0.12207153726526312,0.4710144927536232,full-time,Some College,single,0.0,0.0,,0.0
30663,35,0.1463186234343907,0.36231884057971014,full-time,Some College,single,0.0,0.0,,0.0
30664,20,0.0,0.17391304347826086,full-time,high school,single,0.0,0.0,0.0,0.0
30665,47,0.07441347134663298,0.2753623188405797,full-time,Some College,married,0.6000000000000001,0.0,,0.5
30666,35,0.23578201033427534,0.34057971014492755,full-time,bachelor,married,0.0,0.0,0.5,0.5
30667,40,0.21153492416514771,0.3550724637681159,self-employed,Some College,married,0.0,0.6666666666666666,,0.5
30668,45,0.12290764368488818,0.8260869565217391,full-time,graduate,married,0.4,0.0,1.0,0.5
30669,38,0.27424290563702947,0.463768115942029,full-time,graduate,single,0.0,0.0,1.0,0.0
30670,27,0.06019966221300646,0.6884057971014493,full-time,Some College,single,0.0,0.0,,0.0
30671,55,0.13962977207739,0.2826086956521739,full-time,bachelor,single,0.0,0.0,0.5,0.0
30672,32,0.02926372468687813,0.30434782608695654,part-time,high school,single,0.4,0.3333333333333333,0.0,0.0
30673,29,0.05016638517750538,0.2028985507246377,full-time,bachelor,single,0.0,0.0,0.5,0.0
30674,44,0.9882777879968561,0.9057971014492754,full-time,graduate,single,0.2,0.0,1.0,0.0
30675,58,0.13126870788113912,0.5217391304347827,full-time,Some College,divorced,0.0,0.0,,1.0
30676,50,1.0,0.6521739130434783,full-time,graduate,divorced,0.6000000000000001,0.0,1.0,1.0
30677,49,0.2575207772445277,0.24637681159420288,self-employed,graduate,divorced,0.2,0.6666666666666666,1.0,1.0
30678,30,0.13210481430076418,0.2101449275362319,full-time,Some College,married,0.2,0.0,,0.5
30679,41,0.44898914733867323,0.3913043478260869,full-time,Advanced,married,0.6000000000000001,0.0,,0.5
30680,36,0.17809066738014415,0.2681159420289855,contract,graduate,married,0.0,1.0,1.0,0.5
30681,36,0.4590224243741743,0.2826086956521739,self-employed,graduate,married,0.8,0.6666666666666666,1.0,0.5
30682,37,0.05267470443638064,0.8840579710144929,full-time,high school,married,0.2,0.0,0.0,0.5
30683,34,0.1697296031838932,0.49999999999999994,full-time,graduate,divorced,0.2,0.0,1.0,1.0
30684,32,0.27424290563702947,0.44927536231884063,full-time,high school,married,0.0,0.0,0.0,0.5
30685,26,0.0,0.572463768115942,self-employed,Some College,married,0.0,0.6666666666666666,,0.5
30686,51,0.1045133024531362,0.746376811594203,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
30687,53,0.0,0.5579710144927538,part-time,Some College,married,0.2,0.3333333333333333,,0.5
30688,38,0.5359442149796826,0.2826086956521739,full-time,graduate,married,0.6000000000000001,0.0,1.0,0.5
30689,44,0.03929700172237921,0.572463768115942,full-time,Some College,married,0.4,0.0,,0.5
30690,33,0.6011605157104396,0.37681159420289856,full-time,high school,married,0.2,0.0,0.0,0.5
30691,35,0.14715472985401581,0.34057971014492755,full-time,bachelor,divorced,0.6000000000000001,0.0,0.5,1.0
30692,32,0.18227119947826956,0.4710144927536232,full-time,high school,single,0.0,0.0,0.0,0.0
30693,59,0.3319342485911606,0.06521739130434784,self-employed,graduate,married,0.2,0.6666666666666666,1.0,0.5
30694,31,0.26337352218190324,0.463768115942029,full-time,graduate,single,0.0,0.0,1.0,0.0
30695,34,0.31772043945753414,0.5144927536231885,contract,Advanced,married,0.4,1.0,,0.5
30696,35,0.2198959883613986,0.6086956521739131,self-employed,Some College,married,0.2,0.6666666666666666,,0.5
30697,25,0.36287018611728894,0.5434782608695653,full-time,graduate,married,0.6000000000000001,0.0,1.0,0.5
30698,48,0.0,0.4710144927536232,part-time,high school,married,0.0,0.3333333333333333,0.0,0.5
30699,32,0.10952994097088678,0.3913043478260869,full-time,high school,single,0.0,0.0,0.0,0.0
30700,41,0.3118676945201585,0.2826086956521739,full-time,bachelor,divorced,0.2,0.0,0.5,1.0
30701,56,0.0735773649270079,0.4855072463768116,full-time,bachelor,married,0.4,0.0,0.5,0.5
30702,39,0.148826942693266,0.4565217391304348,self-employed,bachelor,married,0.2,0.6666666666666666,0.5,0.5
30703,46,0.3319342485911606,0.6231884057971016,full-time,bachelor,married,0.6000000000000001,0.0,0.5,0.5
30704,44,0.1948127957726459,0.2101449275362319,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
30705,57,0.37624788883129034,0.4710144927536232,full-time,high school,married,0.2,0.0,0.0,0.5
30706,48,0.15049915553251617,0.44927536231884063,full-time,Some College,divorced,0.0,0.0,,1.0
30707,54,0.29012892760990616,0.34782608695652173,full-time,bachelor,married,0.2,0.0,0.5,0.5
30708,39,0.7943010986438354,0.19565217391304346,full-time,Advanced,married,0.4,0.0,,0.5
30709,23,0.0,0.39855072463768115,full-time,Some College,single,0.8,0.0,,0.0
30710,36,0.11789100516713766,0.8115942028985508,full-time,bachelor,married,0.2,0.0,0.5,0.5
30711,20,0.0,0.19565217391304346,part-time,Some College,single,0.2,0.3333333333333333,,0.0
30712,36,0.2750790120566545,0.2608695652173913,full-time,bachelor,married,0.4,0.0,0.5,0.5
30713,34,0.16471296466614269,0.44927536231884063,full-time,high school,single,0.0,0.0,0.0,0.0
30714,22,0.0008361064196250878,0.32608695652173914,full-time,high school,single,0.0,0.0,0.0,0.0
30715,55,0.6814267319944481,0.7971014492753623,full-time,Some College,married,0.6000000000000001,0.0,,0.5
30716,68,0.0,0.30434782608695654,full-time,bachelor,married,0.4,0.0,0.5,0.5
30717,37,0.1697296031838932,0.6304347826086958,full-time,bachelor,married,0.0,0.0,0.5,0.5
30718,41,0.5526663433721843,0.6231884057971016,full-time,graduate,married,0.6000000000000001,0.0,1.0,0.5
30719,42,0.8260731425895887,0.2391304347826087,part-time,graduate,married,0.4,0.3333333333333333,1.0,0.5
30720,19,0.1981572214511463,0.10869565217391305,full-time,bachelor,single,0.0,0.0,0.5,0.0
30721,40,0.4431364024012976,0.49999999999999994,full-time,Advanced,divorced,0.0,0.0,,1.0
30722,29,0.28344007625290546,0.37681159420289856,full-time,bachelor,divorced,0.0,0.0,0.5,1.0
30723,35,0.2683901606996538,0.38405797101449274,self-employed,Some College,married,0.0,0.6666666666666666,,0.5
30724,57,0.21905988194177353,0.057971014492753624,full-time,Some College,married,0.0,0.0,,0.5
30725,24,0.015886021972876696,0.2246376811594203,full-time,high school,married,0.2,0.0,0.0,0.5
30726,44,0.21487934984364807,0.2608695652173913,part-time,bachelor,divorced,0.2,0.3333333333333333,0.5,1.0
30727,40,0.428922593267671,0.5579710144927538,full-time,Some College,married,0.4,0.0,,0.5
30728,51,0.06521630073075699,0.05072463768115942,full-time,Some College,single,0.0,0.0,,0.0
30729,47,0.1145465794886373,0.572463768115942,full-time,Some College,single,0.4,0.0,,0.0
30730,27,0.12959649504188894,0.37681159420289856,full-time,bachelor,married,0.0,0.0,0.5,0.5
30731,39,0.35618133476028824,0.36231884057971014,full-time,Advanced,single,0.0,0.0,,0.0
30732,28,0.06688851357000719,0.463768115942029,full-time,high school,married,0.4,0.0,0.0,0.5
30733,46,0.11705489874751254,0.7028985507246378,full-time,Some College,married,0.0,0.0,,0.5
30734,43,0.31270380093978356,0.3333333333333333,self-employed,Some College,single,0.2,0.6666666666666666,,0.0
30735,28,0.21822377552214842,0.2536231884057971,part-time,bachelor,married,0.8,0.3333333333333333,0.5,0.5
30736,49,0.10116887677463585,0.13768115942028986,full-time,Some College,married,0.6000000000000001,0.0,,0.5
30737,30,0.38042842092941587,0.15217391304347824,full-time,Some College,divorced,0.2,0.0,,1.0
30738,37,0.43059480610692125,0.5434782608695653,full-time,graduate,married,0.2,0.0,1.0,0.5
30739,42,0.2759151184762796,0.5289855072463768,full-time,bachelor,married,0.2,0.0,0.5,0.5
30740,30,0.3235731843949098,0.2536231884057971,full-time,high school,single,0.0,0.0,0.0,0.0
30741,58,0.17976288021939432,0.4202898550724638,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
30742,44,0.0,0.6594202898550726,full-time,bachelor,married,0.0,0.0,0.5,0.5
30743,35,0.07441347134663298,0.572463768115942,part-time,Some College,married,0.4,0.3333333333333333,,0.5
30744,36,0.1906322636745205,0.49999999999999994,full-time,graduate,divorced,0.0,0.0,1.0,1.0
30745,41,0.5635357268273106,0.4565217391304348,full-time,Some College,married,0.0,0.0,,0.5
30746,44,0.11956321800638783,0.24637681159420288,full-time,Some College,married,0.6000000000000001,0.0,,0.5
30747,48,0.623735389040317,0.14492753623188406,self-employed,graduate,married,0.4,0.6666666666666666,1.0,0.5
30748,35,0.4138726777144194,0.2173913043478261,full-time,high school,single,0.2,0.0,0.0,0.0
30749,36,0.02842761826725304,0.2971014492753623,full-time,high school,married,0.2,0.0,0.0,0.5
30750,45,0.3712312503135399,0.8840579710144929,part-time,graduate,married,0.2,0.3333333333333333,1.0,0.5
30751,30,0.1655490710857678,0.818840579710145,full-time,Some College,married,0.2,0.0,,0.5
30752,41,0.29012892760990616,0.19565217391304346,full-time,bachelor,divorced,0.0,0.0,0.5,1.0
30753,39,0.2132071370043979,0.14492753623188406,full-time,high school,single,0.0,0.0,0.0,0.0
30754,36,0.14046587849701506,0.4420289855072464,full-time,Some College,single,0.4,0.0,,0.0
30755,58,0.10952994097088678,0.2536231884057971,full-time,Advanced,single,0.0,0.0,,0.0
30756,38,0.23578201033427534,0.34782608695652173,full-time,bachelor,single,0.4,0.0,0.5,0.0
30757,62,0.2976538853865319,0.6304347826086958,full-time,bachelor,married,0.6000000000000001,0.0,0.5,0.5
30758,34,0.0,0.2898550724637681,full-time,Some College,single,0.0,0.0,,0.0
30759,35,0.3143760137790338,0.2681159420289855,full-time,Some College,single,0.0,0.0,,0.0
30760,52,0.023410979749502514,0.05072463768115942,full-time,Some College,married,0.4,0.0,,0.5
30761,27,0.0,0.18115942028985507,full-time,high school,married,0.6000000000000001,0.0,0.0,0.5
30762,33,0.06772461998963228,0.2101449275362319,full-time,Some College,married,0.0,0.0,,0.5
30763,31,0.35116469624253766,0.2898550724637681,full-time,bachelor,married,0.6000000000000001,0.0,0.5,0.5
30764,25,0.13210481430076418,0.04347826086956522,full-time,Some College,married,0.2,0.0,,0.5
30765,47,0.4581863179545492,0.03623188405797101,full-time,graduate,married,0.4,0.0,1.0,0.5
30766,26,0.05016638517750538,0.5797101449275363,self-employed,Some College,single,0.4,0.6666666666666666,,0.0
30767,24,0.11036604739051184,0.34782608695652173,full-time,Advanced,single,0.6000000000000001,0.0,,0.0
30768,43,0.09029949331950968,0.5144927536231885,full-time,bachelor,married,0.2,0.0,0.5,0.5
30769,29,0.12039932442601295,0.36231884057971014,full-time,high school,married,0.2,0.0,0.0,0.5
30770,45,0.214043243424023,0.15942028985507245,self-employed,bachelor,divorced,0.2,0.6666666666666666,0.5,1.0
30771,25,0.2892928211902811,0.3913043478260869,full-time,bachelor,married,0.2,0.0,0.5,0.5
30772,40,0.3662146117957893,0.2101449275362319,full-time,Advanced,married,0.2,0.0,,0.5
30773,35,0.3026705239042825,0.5869565217391306,contract,bachelor,single,0.6000000000000001,1.0,0.5,0.0
30774,25,0.09113559973913479,0.49999999999999994,full-time,Some College,single,0.2,0.0,,0.0
30775,35,0.2525041387267771,0.3913043478260869,full-time,bachelor,married,0.2,0.0,0.5,0.5
30776,67,0.04933027875788029,0.5217391304347827,full-time,graduate,single,0.4,0.0,1.0,0.0
30777,36,0.43059480610692125,0.2971014492753623,full-time,Advanced,married,0.0,0.0,,0.5
30778,46,0.5317636828815571,0.6449275362318841,full-time,graduate,married,0.2,0.0,1.0,0.5
30779,28,0.03929700172237921,0.2318840579710145,full-time,Some College,single,0.2,0.0,,0.0
30780,36,0.32440929081453485,0.6594202898550726,full-time,graduate,married,0.2,0.0,1.0,0.5
30781,26,0.05434691727563082,0.5942028985507247,full-time,bachelor,single,0.4,0.0,0.5,0.0
30782,58,0.026755405428002865,0.4202898550724638,part-time,high school,married,0.4,0.3333333333333333,0.0,0.5
30783,20,0.0,0.18115942028985507,part-time,high school,single,0.2,0.3333333333333333,0.0,0.0
30784,31,0.22574873329877423,0.10869565217391305,full-time,high school,single,0.0,0.0,0.0,0.0
30785,42,0.35868965401916353,0.07246376811594202,self-employed,graduate,married,1.0,0.6666666666666666,1.0,0.5
30786,46,0.11120215381013696,0.15942028985507245,full-time,high school,divorced,0.2,0.0,0.0,1.0
30787,24,0.05351081085600573,0.4347826086956522,full-time,bachelor,single,0.0,0.0,0.5,0.0
30788,39,1.0,0.04347826086956522,full-time,high school,single,0.2,0.0,0.0,0.0
30789,50,0.48494172338255204,0.601449275362319,full-time,Some College,married,0.0,0.0,,0.5
30790,40,0.15969632614839216,0.2971014492753623,full-time,Advanced,single,0.2,0.0,,0.0
30791,24,0.027591511847627953,0.463768115942029,contract,high school,married,0.8,1.0,0.0,0.5
30792,40,0.20317385996889684,1.0,full-time,bachelor,married,0.0,0.0,0.5,0.5
30793,29,0.0,0.37681159420289856,part-time,high school,married,0.2,0.3333333333333333,0.0,0.5
30794,46,0.024247086169127602,0.40579710144927533,full-time,Some College,married,0.4,0.0,,0.5
30795,19,0.0,0.12318840579710144,full-time,high school,single,0.4,0.0,0.0,0.0
