client_id,age,income,loan_amount,loan_term,credit_score,employment_years,married,num_children,education_level,default
536,38,24470291,28319998,30,640,2,1,2,3,0
537,53,10109916,20207741,32,426,27,1,2,1,1
538,27,7193278,25216319,51,708,5,1,0,3,1
539,54,19208629,12483618,28,666,4,0,3,2,0
540,26,12812658,3456070,35,570,21,0,3,1,0
541,41,22942316,9878234,50,678,25,0,1,1,0
542,52,15534573,1288859,52,372,16,0,4,2,0
543,52,19640777,22785557,28,547,22,1,1,2,0
544,53,2302186,22526982,54,342,24,0,1,2,1
545,35,21984609,19323452,52,676,1,1,4,3,0
546,56,7489464,16805013,25,340,25,1,0,1,1
547,49,9456985,13390020,23,469,14,0,3,3,0
548,41,19803769,14824509,23,511,4,0,1,2,0
549,40,18727556,28456694,7,792,25,0,4,3,0
550,49,15551364,9982913,9,338,19,1,2,2,0
551,54,22521013,5257341,35,668,5,0,1,3,0
552,29,3514542,21537050,38,450,5,1,3,3,1
553,30,6180656,20405204,41,410,26,0,0,2,1
554,40,13318792,16321333,23,779,17,1,1,3,0
555,42,17135763,6477093,42,735,17,0,1,1,0
556,52,13683705,9592974,24,346,3,0,4,3,0
557,58,8846192,18279636,52,665,16,1,2,3,1
558,47,10676924,11640009,33,368,24,0,2,1,0
559,34,12397562,6529046,45,598,13,0,0,2,0
560,37,3829553,19456377,25,595,13,0,3,1,1
561,42,5041341,10426807,54,502,12,0,0,3,1
562,39,19816720,18438118,38,360,6,0,1,2,0
563,30,16315679,8562116,17,613,11,0,1,3,0
564,36,12493666,19315328,56,460,22,0,2,3,0
565,53,23765239,14691916,20,630,14,1,3,1,0
566,29,17527000,19503892,46,827,18,1,4,1,0
567,58,20453059,27535897,44,637,10,0,3,2,0
568,36,10423309,19463212,7,603,14,0,1,2,1
569,29,5229028,16220404,34,802,11,0,4,2,1
570,26,20498826,21023633,46,637,2,1,3,3,0
571,24,12569320,10091044,15,849,16,1,3,1,0
572,45,4339767,28709612,7,574,2,0,4,1,1
573,31,21391451,16336095,56,463,18,1,1,1,0
574,48,2491036,15942371,16,742,19,0,3,2,1
575,36,24824130,19129360,18,618,3,0,4,1,0
576,64,12851224,2551330,15,803,2,0,1,1,0
577,33,4710241,1971248,19,686,25,0,4,1,0
578,22,13822411,5657851,23,793,15,1,4,2,0
579,52,19920169,24472522,56,789,11,1,3,1,0
580,29,22738568,6378750,59,372,7,0,1,2,0
581,42,5978702,3607411,14,808,23,1,3,1,0
582,38,10168984,2693439,44,689,28,1,0,1,0
583,53,19104132,19608310,33,594,28,0,0,1,0
584,40,5597706,4437172,8,668,16,1,1,2,0
585,33,6506554,17604953,25,848,6,0,4,2,1
586,56,2605409,10447933,11,486,10,0,3,1,1
587,62,11462743,7919875,32,744,17,0,3,3,0
588,59,13377787,23700577,58,662,0,0,1,2,1
589,56,23827621,19740787,7,422,2,1,1,2,0
590,31,10337735,6542511,34,487,3,0,0,1,0
591,48,3725690,13807931,43,719,12,1,2,3,1
592,22,22057988,15058065,8,551,5,0,1,1,0
593,52,10197295,26763042,21,848,25,0,2,2,1
594,40,17840857,4815144,35,634,13,1,1,2,0
595,46,7809041,21213468,45,391,4,0,4,1,1
596,60,14546501,17541107,7,829,15,1,4,1,0
597,28,7087268,1817052,22,362,14,1,0,3,0
598,35,8155579,28151781,46,811,14,0,0,3,1
599,64,2403119,8596585,17,438,29,0,2,2,1
600,29,17338444,17177172,40,484,3,0,1,3,0
601,26,18556827,14302313,48,504,7,0,3,3,0
602,27,14708903,7269324,6,513,26,0,0,2,0
603,61,2402732,2428080,50,555,15,0,3,2,0
604,34,19283295,10490536,20,434,27,1,3,2,0
605,55,3950013,3521279,31,387,15,1,1,2,0
606,24,3132658,25281104,42,506,29,0,2,1,1
607,63,20762425,11488951,26,428,3,1,1,2,0
608,30,6322626,13485000,54,302,12,1,0,2,1
609,57,19434167,23897064,36,420,25,0,3,2,0
610,59,22256807,3726016,30,684,27,0,1,3,0
611,26,15881178,19021505,28,337,12,1,1,2,0
612,44,23981132,1442939,29,640,1,0,1,1,0
613,19,8026988,27218031,43,320,2,1,0,1,1
614,22,17590661,21060188,33,541,21,0,2,2,0
615,46,4366610,26470048,26,754,7,1,1,1,1
616,54,6180303,22191689,59,602,23,1,0,3,1
617,55,11456807,3711793,48,368,14,1,3,2,0
618,36,15305947,14135871,23,428,10,1,4,1,0
619,25,6684346,15278587,41,495,8,0,0,1,1
620,62,2458298,3319124,40,439,6,0,4,2,0
621,18,19824559,21700443,50,743,12,1,1,1,0
622,39,24496936,19850506,14,582,1,1,1,2,0
623,34,6620650,15021366,58,611,7,0,0,1,1
624,24,20532908,14331233,43,834,6,0,4,3,0
625,42,11272664,16188743,35,576,23,1,1,1,0
626,62,3730228,20296186,49,360,11,1,3,1,1
627,21,3946793,21667093,39,618,18,1,2,2,1
628,53,20346339,17566471,37,351,6,1,2,1,0
629,23,8115518,2727408,8,452,9,1,1,2,0
630,48,17797914,20578958,8,610,28,0,4,3,0
631,36,13667877,29254096,33,843,24,1,1,2,0
632,61,9393979,18832891,49,688,15,0,4,2,1
633,56,12115078,23794070,20,847,2,0,3,1,0
634,44,3622572,12952983,46,476,29,0,4,3,1
635,27,21997497,8436754,28,661,9,1,1,2,0
636,43,21467000,18742404,45,613,5,0,3,1,0
637,36,19486878,14137311,16,396,17,0,0,1,0
638,56,24098345,17751531,53,512,17,0,2,2,0
639,20,18620937,19938304,37,436,4,0,1,1,0
640,62,10859060,25795222,59,305,20,1,1,2,1
641,30,7672605,3320484,41,408,28,1,1,2,0
642,45,12528294,5105223,38,846,6,0,3,2,0
643,37,21369886,12211596,29,338,27,0,0,3,0
644,45,6810833,29634616,44,724,1,1,4,2,1
645,25,8417665,18264726,39,560,10,1,0,1,1
646,58,19219277,24132202,33,725,29,1,3,3,0
647,56,5761675,12963776,42,386,12,0,1,1,1
648,18,21858544,8609964,12,764,22,1,2,3,0
649,20,24148328,23572466,9,375,4,0,1,3,0
650,30,10551646,5055447,42,770,29,0,4,3,0
651,45,9281505,17342498,6,713,5,1,2,3,0
652,42,7124795,19451095,6,756,23,0,1,1,1
653,50,7411263,19557968,52,584,25,1,2,2,1
654,55,5963735,15501508,25,538,28,0,0,1,1
655,23,16812143,4293331,24,671,13,1,3,2,0
656,61,10989138,14457684,34,794,11,0,1,1,0
657,62,15810077,21541671,15,344,3,0,4,3,0
658,49,14037574,8253817,23,700,28,1,0,3,0
659,62,11466441,5335518,33,546,22,1,1,2,0
660,64,12966248,26568906,40,749,5,1,0,2,0
661,38,10824031,9589747,48,784,9,1,4,1,0
662,33,19970145,6222798,52,317,17,0,1,2,0
663,38,8555035,21681938,36,588,14,1,4,1,1
664,28,12052829,22992838,32,713,7,1,2,2,0
665,54,17886372,12135474,16,534,25,0,4,2,0
666,53,6068316,24656987,54,715,8,1,2,2,1
667,52,10067987,15082610,54,798,4,1,1,3,0
668,36,3656671,10596394,43,414,9,0,2,3,1
669,37,24458851,26258425,10,533,19,1,1,1,0
670,35,24922481,20952900,13,839,5,1,1,2,0
671,64,10527171,12772676,39,310,15,1,3,1,0
672,58,19560282,18406301,53,505,23,1,1,2,0
673,31,11943231,11348533,57,546,26,1,2,3,0
674,32,23677072,29175711,17,426,2,1,3,3,0
675,48,22833173,27683911,43,446,9,0,3,2,0
676,18,19375113,11401929,6,417,10,1,1,2,0
677,20,22718453,23849061,36,681,10,0,4,3,0
678,33,11161408,20295854,9,711,16,0,4,3,0
679,40,15885461,18380319,54,662,3,0,3,1,0
680,28,18011737,2989968,50,808,3,0,1,3,0
681,29,20820215,28411678,55,436,16,1,4,2,0
682,27,5659985,6303943,10,474,8,1,1,1,0
683,49,20680113,16453951,35,588,18,1,1,2,0
684,33,22353727,6497191,29,780,4,0,3,1,0
685,25,19941166,15121422,8,318,21,1,3,2,0
686,55,2549148,12004849,16,494,23,1,0,3,1
687,29,4773707,12232194,50,629,5,1,4,2,1
688,41,23845218,19034224,9,474,2,0,4,1,0
689,45,4773939,24250723,31,748,21,0,4,2,1
690,25,3935740,25214909,32,653,0,1,2,1,1
691,45,5434955,13458819,51,798,19,0,1,2,1
692,53,6936710,6137997,59,440,21,0,3,3,0
693,43,15426716,15084264,48,392,15,1,4,3,0
694,25,7155872,29782808,32,538,22,0,0,2,1
695,45,16163589,8270518,47,504,10,0,4,2,0
696,45,21954542,13406973,56,732,12,1,1,2,0
697,54,20331726,23289150,55,544,26,0,1,1,0
698,58,22540338,9173321,11,616,9,0,3,2,0
699,53,12774986,8899284,20,594,2,0,2,2,0
700,44,17495737,2003171,58,581,8,0,3,1,0
701,34,6421590,17147083,35,316,27,0,4,3,1
702,26,4534937,24992154,47,370,11,0,0,2,1
703,50,13546081,15636519,42,568,22,0,3,2,0
704,37,2812461,20677953,42,624,13,0,2,3,1
705,30,23204252,2370485,47,604,0,1,3,3,0
706,45,20495440,8045900,42,750,17,1,1,1,0
707,46,4710626,19458292,40,306,16,1,4,2,1
708,30,13369960,27777759,28,613,26,1,4,2,1
709,63,17404302,26278814,11,402,8,0,4,1,0
710,52,8440010,23089615,9,492,8,1,4,3,1
711,23,10674163,1981883,23,828,22,1,4,1,0
712,35,19221407,2668321,14,470,9,0,4,3,0
713,22,20279553,14296138,54,836,18,0,0,1,0
714,64,5486669,21070921,34,550,28,0,2,3,1
715,42,16994515,11007310,18,686,14,0,4,1,0
716,19,5722946,7154512,52,506,4,0,2,3,0
717,27,11874813,27665895,57,840,14,1,4,3,1
718,47,13254507,21536721,22,715,19,0,3,3,0
719,62,2224695,26192630,50,679,22,1,4,3,1
720,22,13370075,6418952,37,443,29,1,1,3,0
721,50,22218844,22386904,53,324,24,0,0,2,0
722,18,16063918,5264423,27,372,27,1,3,3,0
723,35,17388755,11262330,9,392,1,1,3,2,0
724,49,11799314,14816653,10,804,12,0,1,3,0
725,64,5340216,9181883,42,635,23,1,4,2,0
726,28,22610500,26083897,46,724,15,1,0,2,0
727,38,15245696,16309784,54,798,14,1,3,1,0
728,43,3847865,24948053,18,663,24,0,0,3,1
729,42,16921595,2519603,39,498,9,0,3,1,0
730,39,16568974,28134365,50,712,13,0,4,1,0
731,44,17674529,28670483,27,638,9,1,3,3,0
732,30,11308092,19527956,58,728,24,0,3,1,0
733,50,23675170,18640619,28,438,13,1,2,3,0
734,51,6017136,10268511,56,841,25,0,4,1,0
735,58,15869848,17580018,8,356,29,1,1,3,0
736,52,19122071,18662637,47,531,22,0,1,3,0
737,18,7750283,22055600,39,734,8,0,4,3,1
738,38,3074961,23272887,37,683,24,1,1,2,1
739,23,23402894,1978836,50,493,13,0,4,1,0
740,45,13950571,21000738,56,833,2,1,1,2,0
741,34,21155151,15804511,54,817,19,0,2,1,0
742,22,19911322,19994397,26,484,15,0,1,1,0
743,48,14866619,9568438,51,591,1,1,3,1,0
744,22,4474968,19333734,49,634,9,1,4,2,1
745,55,8166160,12872752,26,415,2,1,0,1,1
746,20,24449756,3659083,49,348,10,0,0,2,0
747,40,15569332,21890856,16,381,10,1,4,3,0
748,54,24422023,22277614,44,632,20,0,2,1,0
749,54,24749774,10625105,9,634,20,1,1,1,0
750,27,4442266,14994132,56,831,21,1,2,3,1
751,27,6437677,22654924,6,520,12,1,0,3,1
752,36,15793267,10935869,33,622,6,1,4,1,0
753,34,11607366,8880317,29,302,22,1,4,3,0
754,38,7241218,27032007,40,505,16,1,2,2,1
755,31,23927851,26788717,18,339,29,0,2,2,0
756,26,7481140,9281447,52,358,1,1,1,1,1
757,63,6981262,14424877,39,806,11,0,3,2,0
758,18,23302424,13927622,16,421,24,1,3,2,0
759,62,7290717,4895958,41,778,9,1,1,1,0
760,30,2518349,24853258,56,395,17,1,3,3,1
761,21,21659206,26616981,22,713,21,0,0,1,0
762,18,2797968,14689493,40,534,26,0,3,2,1
763,57,24988627,2265898,23,361,10,1,1,1,0
764,49,4655971,16918424,45,555,15,0,3,1,1
765,51,17999496,3120539,27,647,16,1,4,2,0
766,45,24386341,18657628,29,423,18,1,2,2,0
767,48,21651515,6947148,24,781,17,0,0,1,0
768,25,9339838,4231185,42,616,2,0,4,2,0
769,56,15236949,28407105,44,803,20,0,4,2,0
770,43,18520181,29899868,26,347,26,0,1,2,1
771,51,16467188,25096980,13,708,25,1,2,2,0
772,20,20581889,26483699,33,435,15,0,2,2,0
773,29,4938199,23700314,10,500,5,0,0,2,1
774,18,17286855,19005553,22,549,24,1,1,3,0
775,61,10998604,12054686,42,613,11,0,0,1,0
776,22,6909776,18262030,41,667,10,0,3,2,1
777,47,18355399,26137138,59,728,14,0,4,1,0
778,47,17724308,10614742,24,779,14,0,0,3,0
779,34,11167121,21467799,32,613,15,1,4,2,1
780,64,5303389,28685931,58,799,9,1,1,1,1
781,40,10025407,27796492,39,654,11,0,3,2,1
782,32,23131601,14635242,16,784,27,0,1,2,0
783,54,16501229,2599908,59,510,12,1,3,2,0
784,38,15476005,19941628,50,343,3,0,3,2,0
785,31,13167263,6309792,52,840,6,0,4,2,0
786,19,5151882,3353847,17,391,21,0,1,2,0
787,28,5210016,12018754,59,564,1,0,1,2,1
788,56,8737320,3892478,26,519,25,0,0,3,0
789,55,4389383,19761333,59,741,26,0,1,3,1
790,51,18941269,11831890,16,700,26,0,0,2,0
791,55,16464087,14451286,44,699,26,0,2,2,0
792,51,24750760,6949852,33,789,14,0,2,3,0
793,35,7282379,1029725,10,784,7,1,2,3,0
794,47,11825144,27351398,22,769,6,1,1,3,1
795,32,4542637,15941550,25,744,14,1,1,2,1
796,44,10033951,10184536,46,568,22,0,0,1,0
797,51,13779534,15212223,51,566,13,0,3,1,0
798,55,6158549,18665252,17,353,7,1,0,1,1
799,50,11734816,17413806,11,827,27,0,2,1,0
800,41,23308105,20748999,22,819,11,1,0,2,0
801,32,12167207,3662761,56,358,12,0,3,1,0
802,47,10411039,15408889,24,339,29,1,1,3,1
803,59,18052465,7524559,31,536,10,1,0,3,0
804,34,11035616,20290240,53,685,16,1,2,1,0
805,22,10962049,28705858,49,599,28,0,2,3,1
806,46,14851424,20175299,49,694,16,1,1,2,0
807,21,10284960,24313511,57,506,23,0,0,1,1
808,27,20827165,28719138,37,635,3,0,3,1,0
809,34,10388512,14128927,11,813,20,0,1,2,0
810,27,20045516,21686655,41,477,7,0,0,3,0
811,34,3947763,14726569,43,695,4,0,4,2,1
812,37,9654502,6627745,16,670,25,0,2,2,0
813,41,5882149,4911146,38,617,15,0,3,3,0
814,22,23650278,27806744,29,668,3,1,3,2,0
815,51,10439469,2707017,28,683,27,1,3,3,0
816,23,17941617,1689556,20,361,21,1,2,3,0
817,19,6845710,28955071,32,804,28,0,0,2,1
818,30,22777953,12245869,16,538,14,0,1,3,0
819,60,11109609,29391654,56,494,11,0,0,2,1
820,60,16689142,25065754,55,521,4,0,1,3,0
821,28,14907824,3253722,22,360,29,1,3,1,0
822,64,17538122,2649729,56,428,22,0,0,3,0
823,40,16391234,17415656,58,455,15,1,3,3,0
824,33,3443717,2116271,19,677,13,0,4,2,0
825,48,6409352,11916876,32,736,9,1,3,3,0
826,28,23888358,4099555,23,506,6,0,3,1,0
827,33,17329502,23461013,33,687,12,1,1,1,0
828,25,11594271,19458857,56,779,19,0,4,3,0
829,21,10421928,14650521,52,639,27,1,3,3,0
830,57,18241927,18293625,52,639,28,0,3,1,0
831,21,10752967,18443381,9,503,4,1,4,2,1
832,42,15526705,20565579,12,460,28,1,4,1,0
833,20,3308507,16231184,50,839,2,0,0,1,1
834,49,22843837,14825997,40,691,14,1,1,3,0
835,20,11331795,22253537,53,833,3,0,4,3,0
836,44,17086909,4710388,14,369,14,0,4,1,0
837,46,14382318,4235192,13,704,13,0,2,2,0
838,49,11986298,28933715,57,816,19,1,4,1,1
839,36,2100734,29428874,50,419,18,1,1,1,1
840,38,10546310,27906511,22,516,12,0,3,2,1
841,22,21628490,2935090,22,355,9,0,3,1,0
842,35,20003027,26911006,54,665,20,1,3,1,0
843,45,5081091,4937270,38,803,4,1,3,3,0
844,59,18002437,7739013,37,754,26,1,2,2,0
845,39,22606265,8089975,13,403,22,0,4,3,0
846,38,13091989,9805586,24,376,19,0,3,3,0
847,23,20645886,18810532,43,529,28,0,0,2,0
848,18,14681730,5819075,8,557,19,0,3,2,0
849,22,9265406,12009646,10,563,24,0,4,1,0
850,58,14735272,15165372,18,630,5,1,3,3,0
851,29,23590889,12768963,52,481,3,0,2,2,0
852,43,6755469,15263315,51,849,1,1,1,3,1
853,63,17053770,15531095,36,326,21,1,1,3,0
854,51,23112918,27936309,21,575,15,0,4,2,0
855,31,9974411,22519513,55,598,17,1,1,1,1
856,43,16150540,4868452,37,390,4,0,1,3,0
857,62,13666968,28366868,27,779,21,1,0,2,0
858,44,21739948,9074037,34,757,3,0,4,1,0
859,26,3992825,2312743,27,750,29,0,4,3,0
860,43,5832978,28906918,48,664,12,1,1,2,1
861,64,8152941,14822356,8,650,18,0,1,3,0
862,39,6115811,25197321,59,699,22,1,1,2,1
863,64,10983212,11315813,15,552,1,0,2,2,0
864,47,12438535,13123053,47,758,12,0,3,3,0
865,60,21951324,17881411,26,798,10,0,2,3,0
866,34,4731638,8008443,21,807,29,1,4,2,0
867,43,19041716,23053944,17,603,21,1,0,1,0
868,53,12556086,21878252,7,800,28,0,3,3,0
869,18,21753247,17705808,46,465,3,1,0,2,0
870,25,4903633,10727094,29,714,21,0,4,2,1
871,52,24489029,19942467,40,761,19,1,4,1,0
872,32,3940369,10866460,35,413,19,1,0,1,1
873,64,22725458,8303693,35,732,14,0,0,1,0
874,39,10127125,20992066,52,655,3,0,0,3,1
875,31,19994276,11108631,40,506,8,0,4,2,0
876,43,19808735,12058916,24,534,6,0,1,2,0
877,45,16672183,8983439,55,741,18,0,0,2,0
878,40,6678714,29727993,13,654,18,1,3,1,1
879,31,10109698,26652099,31,814,5,1,4,2,1
880,41,16609307,26464695,54,507,5,0,2,3,0
881,19,20167497,9268541,45,424,19,0,2,1,0
882,62,22718322,10546263,12,437,14,0,3,1,0
883,43,4322466,20726497,35,638,14,1,1,1,1
884,31,9778748,25133277,12,836,24,0,0,1,1
885,24,10099932,2294929,8,367,19,0,4,3,0
886,20,20628533,3504594,6,840,8,1,0,2,0
887,64,3946830,19020510,41,682,3,1,4,3,1
888,40,21391366,21344891,30,318,17,1,2,2,0
889,63,9238987,8711634,42,749,17,1,0,3,0
890,60,11957168,27062640,6,373,4,0,3,1,1
891,64,6660061,16797566,20,575,19,1,1,1,1
892,62,4605214,29972909,42,347,22,1,3,3,1
893,35,9923641,3414802,18,510,29,0,1,3,0
894,55,4229180,17593301,45,839,10,0,0,2,1
895,52,12717207,1443031,13,490,4,0,0,3,0
896,32,17540627,27256492,10,614,21,1,1,3,0
897,42,18169764,17053323,14,412,25,0,2,2,0
898,54,11384451,16663645,6,469,3,1,4,2,0
899,45,6188891,24221561,41,767,28,1,3,2,1
900,27,18541035,20567589,40,313,11,1,3,3,0
901,56,11014653,29849268,7,587,1,0,3,2,1
902,34,16064147,21693859,45,488,12,1,0,1,0
903,56,22808635,8061183,28,454,9,0,3,1,0
904,39,6495511,21064274,14,770,8,0,4,1,1
905,43,20202161,12592111,39,374,9,0,4,3,0
906,61,4363999,27951340,51,576,6,1,1,1,1
907,42,11109096,23287709,19,642,3,1,0,3,1
908,34,6790691,1290998,9,724,18,1,4,3,0
909,30,23003105,5855920,35,810,9,0,2,1,0
910,37,11852415,19605238,36,481,29,1,0,2,1
911,42,21869411,7367712,43,757,2,1,0,3,0
912,21,19066318,12437201,16,363,24,1,4,1,0
913,27,11725345,19187070,40,559,20,1,2,3,0
914,20,18722851,8997043,13,492,28,1,1,2,0
915,58,16561193,1181360,8,705,18,0,4,2,0
916,62,13186361,20221242,19,392,20,0,2,1,1
917,35,6443778,20292635,18,729,1,0,0,3,1
918,64,22939281,6532410,50,733,26,0,2,3,0
919,53,2260116,5138286,37,703,19,1,0,3,1
920,64,8086368,27457034,39,733,9,0,4,3,1
921,39,13006745,15713851,50,411,1,1,4,1,1
922,51,22991495,12031669,24,674,1,0,3,2,0
923,64,13950831,9333100,43,358,27,0,3,1,0
924,25,3257949,7893728,21,342,23,0,3,3,1
925,57,15607851,21361413,7,506,16,1,4,3,0
926,61,13360589,15451971,45,595,15,1,1,2,0
927,36,22627457,18089171,22,417,15,0,4,3,0
928,59,7538166,19904815,39,831,13,1,2,1,1
929,58,14122948,28391022,47,521,6,0,4,1,1
930,54,2388076,5933594,21,465,20,0,4,2,1
931,23,23662013,27730894,43,455,10,0,0,1,0
932,43,17648245,16697605,7,483,23,1,0,1,0
933,51,17300411,29997166,7,389,0,0,0,1,1
934,62,7540070,17599117,31,393,10,0,4,1,1
935,23,8491878,22612667,18,312,22,0,1,3,1
936,54,17830160,5382794,52,737,20,1,2,1,0
937,50,3960826,25100710,36,837,3,0,2,2,1
938,39,4844664,7699144,39,449,6,1,1,2,1
939,38,4613275,22475929,44,307,25,0,1,1,1
940,23,3378369,8867791,8,328,14,1,2,2,1
941,23,4090212,21567544,13,595,17,0,3,1,1
942,21,7230852,14099507,28,639,11,0,0,2,1
943,47,22948990,13285500,19,738,16,1,0,2,0
944,28,12630592,14246601,32,443,0,1,2,1,1
945,47,2152999,28428913,59,818,10,0,1,1,1
946,48,23320139,6289730,34,344,27,1,3,3,0
947,41,6600108,12850700,44,538,0,0,2,1,1
948,26,13393942,22214826,58,454,14,0,0,1,1
949,20,4854190,4239536,44,480,27,0,4,3,0
950,48,3284382,16341821,6,514,20,1,1,1,1
951,57,9196042,3326133,22,387,9,0,4,1,0
952,54,5853321,11128069,46,555,6,1,2,3,1
953,53,15676226,11538832,35,810,1,0,0,1,0
954,41,21432053,8948140,58,372,9,1,3,1,0
955,48,13872847,6720626,18,478,23,1,4,3,0
956,23,19819593,14654772,26,511,3,0,3,3,0
957,19,16882396,7221714,24,533,11,1,0,2,0
958,37,6577033,7374825,58,764,18,0,4,1,0
959,45,24883147,6005858,24,522,25,0,3,2,0
960,28,5257181,24805938,30,563,10,0,3,2,1
961,21,24039912,9221252,27,506,7,0,4,3,0
962,32,7154048,26752924,36,665,17,0,0,1,1
963,23,19700996,4415871,22,575,10,1,3,1,0
964,47,10361735,28547556,28,679,10,0,2,3,1
965,55,16048203,19655187,37,608,12,1,4,2,0
966,19,17686144,25774704,15,567,2,1,1,3,0
967,32,12856760,24591828,15,363,11,0,1,1,1
968,28,14796479,22740617,41,649,2,1,0,3,0
969,25,17275987,28515140,13,793,9,0,2,1,0
970,43,20720027,13429667,59,822,26,1,3,2,0
971,62,19075306,3866757,57,397,16,1,1,1,0
972,61,10705956,27502745,25,370,21,1,0,2,1
973,22,24203054,11636547,37,663,1,0,2,2,0
974,23,11714891,13743293,55,575,16,1,2,1,0
975,43,4320688,6913318,19,349,15,0,0,1,1
976,21,3805808,24518502,55,657,1,1,0,2,1
977,36,11709175,19355185,33,784,27,1,3,3,0
978,37,6220459,14487010,51,383,21,1,0,1,1
979,50,6536119,13651832,57,595,29,1,3,2,1
980,37,22792686,12135784,58,535,19,0,3,2,0
981,29,6654798,12416757,29,355,5,0,4,3,1
982,64,16829445,28804333,20,659,27,1,2,1,0
983,18,13666027,4651387,27,409,24,1,2,2,0
984,43,5622138,28270507,35,491,28,0,2,3,1
985,31,12929084,11916027,9,392,9,0,4,2,0
986,55,14617619,2711672,18,359,27,0,3,1,0
987,54,19715057,6905950,28,338,9,0,3,3,0
988,28,11955661,4212883,13,839,7,1,0,2,0
989,53,12305153,4028631,23,348,0,1,4,3,0
990,30,21621156,15218200,17,719,12,0,0,1,0
991,60,22709657,15987811,36,312,23,0,4,3,0
992,20,3207068,25009428,19,335,8,0,0,1,1
993,50,23141622,28736989,39,400,21,0,1,2,0
994,23,3386980,7423959,23,385,9,0,2,1,1
995,27,19985268,11167147,39,815,14,0,2,2,0
996,22,13244602,24761513,16,522,4,1,3,2,1
997,40,17702852,5024733,46,637,21,1,1,1,0
998,27,9500960,22636437,17,465,15,1,2,2,1
999,61,12781901,17721115,54,682,12,0,3,3,0
1000,19,5040267,10802630,20,675,21,0,1,2,1
