cust_id,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents
14670.0,37,39900,6.5,fulltime,High School,Married,3
14671.0,23,30100,5.4,Full-time,High School,Single,1
14672.0,40,73500,5.6,contract,Graduate,Married,2
14673.0,57,44100,2.9,part time,Some College,Single,0
14674.0,26,58900,6.3,Full-time,Some College,Married,1
14675.0,22,20000,4.5,Full-time,High School,Single,1
14676.0,45,38800,8.2,fulltime,Advanced,Married,5
14677.0,41,25600,1.5,full-time,Some College,Married,3
14678.0,39,20000,4.1,Full-time,Some College,Single,0
14679.0,69,27600,9.4,Full-time,High School,Married,2
14680.0,24,42000,6.7,fulltime,Graduate,Single,0
14681.0,36,36900,7.2,ft,Bachelor,Single,0
14682.0,22,20900,4.6,Full-time,Some College,Single,2
14683.0,48,53500,11.4,Full-time,Some College,Single,1
14684.0,29,28200,5.2,fulltime,Some College,Single,1
14685.0,19,20000,1.5,Full-time,Some College,Single,0
14686.0,48,43000,4.4,contract,Advanced,Married,1
14687.0,23,40800,1.9,Full-time,Bachelor,Single,1
14688.0,30,23000,1.4,self employed,High School,Single,0
14689.0,32,62800,6.9,full-time,Bachelor,Single,3
14690.0,43,29200,6.6,self emp,Some College,Married,4
14691.0,38,38500,6.0,self employed,Graduate,Married,4
14692.0,26,58700,3.8,self employed,Bachelor,Married,0
14693.0,35,24400,9.9,Full-time,Some College,Single,1
14694.0,48,64800,0.2,fulltime,Advanced,Married,1
14695.0,49,20000,8.2,full-time,High School,Married,3
14696.0,33,53600,5.8,fulltime,Advanced,Married,5
14697.0,27,36500,8.3,ft,Bachelor,Married,1
14698.0,37,106300,2.4,full-time,Graduate,Married,3
14699.0,51,66500,11.8,Full-time,Graduate,Married,3
14700.0,55,20000,2.3,fulltime,High School,Married,1
14701.0,40,53400,8.0,full-time,Bachelor,Divorced,1
14702.0,40,68700,5.4,pt,Bachelor,Married,0
14703.0,61,20000,3.7,Full-time,Bachelor,Married,2
14704.0,53,76000,8.5,ft,Some College,Married,3
14705.0,49,46800,6.7,self employed,Graduate,Single,0
14706.0,19,32800,1.8,Full-time,Some College,Single,1
14707.0,62,29900,9.4,Full-time,Bachelor,Married,2
14708.0,30,38400,2.8,fulltime,Bachelor,Single,1
14709.0,38,107600,1.0,Full-time,Advanced,Single,2
14710.0,40,20000,7.4,ft,Some College,Married,1
14711.0,34,31400,7.8,full-time,Some College,Married,1
14712.0,32,109600,8.9,fulltime,Advanced,Married,1
14713.0,29,35000,3.9,ft,Bachelor,Single,1
14714.0,32,139602,4.2,Full-time,Graduate,Single,0
14715.0,66,20000,6.1,ft,High School,Married,1
14716.0,53,37900,7.5,Full-time,Bachelor,Single,1
14717.0,22,20000,4.9,Full-time,Bachelor,Single,1
14718.0,43,61600,4.1,self employed,Bachelor,Married,2
14719.0,62,45400,9.3,part time,High School,Married,2
14720.0,51,37600,11.1,Full-time,High School,Single,0
14721.0,20,26500,2.7,self employed,Graduate,Married,0
14722.0,53,139602,5.2,full-time,Graduate,Married,2
14723.0,41,50200,1.3,Full-time,Bachelor,Married,3
14724.0,24,38700,1.8,full-time,Bachelor,Single,2
14725.0,29,20000,1.6,Full-time,High School,Single,1
14726.0,42,50000,4.7,Full-time,Bachelor,Married,2
14727.0,22,27900,4.2,full-time,High School,Single,1
14728.0,52,79000,6.7,Full-time,Advanced,Single,0
14729.0,30,29700,6.4,Full-time,High School,Married,1
14730.0,68,20000,6.7,Full-time,High School,Married,2
14731.0,29,69500,10.7,fulltime,Graduate,Single,0
14732.0,37,41500,5.1,part time,High School,Single,2
14733.0,30,45600,4.0,full-time,High School,Married,2
14734.0,47,114400,4.7,Full-time,Bachelor,Married,4
14735.0,45,50000,5.2,full-time,Advanced,Married,1
14736.0,55,89000,1.8,part time,Advanced,Married,0
14737.0,27,20000,3.0,Full-time,High School,Married,2
14738.0,47,24400,8.9,full-time,Some College,Single,2
14739.0,50,57200,12.6,full-time,Some College,Married,2
14740.0,33,39500,8.4,Full-time,Bachelor,Divorced,0
14741.0,53,21600,5.4,fulltime,Some College,Married,1
14742.0,50,62400,7.9,self employed,Graduate,Married,2
14743.0,44,32200,0.4,Full-time,Bachelor,Married,3
14744.0,29,51000,11.2,contractor,High School,Married,0
14745.0,45,35600,1.8,part-time,Bachelor,Divorced,1
14746.0,38,53700,9.5,pt,Some College,Single,0
14747.0,43,36300,1.8,contract,Some College,Single,2
14748.0,46,20000,1.3,full-time,High School,Single,0
14749.0,46,75000,1.8,fulltime,Advanced,Married,1
14750.0,36,24600,8.0,ft,Bachelor,Married,4
14751.0,32,28800,2.5,ft,High School,Divorced,0
14752.0,41,56100,8.9,Full-time,Bachelor,Married,1
14753.0,31,115800,5.2,full-time,Graduate,Single,0
14754.0,56,50900,0.5,Full-time,Bachelor,Divorced,0
14755.0,34,34600,0.2,fulltime,Bachelor,Single,0
14756.0,39,48400,11.6,ft,Bachelor,Married,2
14757.0,40,109800,6.4,fulltime,Graduate,Married,2
14758.0,50,48400,3.0,self emp,High School,Divorced,0
14759.0,54,20000,4.6,Full-time,High School,Married,0
14760.0,44,50500,2.5,self emp,Some College,Divorced,1
14761.0,39,30900,9.2,Full-time,Some College,Single,2
14762.0,61,21400,10.2,ft,Bachelor,Divorced,0
14763.0,48,39700,6.4,part-time,High School,Married,3
14764.0,48,61500,2.9,contract,Bachelor,Married,4
14765.0,24,31800,5.8,Full-time,Some College,Single,0
14766.0,19,23800,1.3,pt,Bachelor,Married,2
14767.0,34,47000,4.0,full-time,High School,Married,1
14768.0,41,27000,2.4,ft,Bachelor,Married,2
14769.0,43,26900,0.5,fulltime,Some College,Married,2
14770.0,26,64100,7.2,ft,Graduate,Divorced,0
14771.0,36,80500,6.1,full-time,Advanced,Married,1
14772.0,66,26200,12.5,part time,Some College,Married,2
14773.0,46,21900,3.7,self emp,Graduate,Married,3
14774.0,48,23100,2.2,fulltime,Some College,Married,1
14775.0,35,53200,8.9,fulltime,High School,Single,0
14776.0,27,54800,7.1,fulltime,Bachelor,Married,1
14777.0,55,54400,6.0,ft,Bachelor,Married,3
14778.0,59,23000,2.3,ft,Bachelor,Married,1
14779.0,60,43800,9.2,fulltime,High School,Married,2
14780.0,31,83100,13.4,Full-time,Graduate,Single,0
14781.0,39,49000,4.3,full-time,Graduate,Married,0
14782.0,62,20000,4.3,contract,Graduate,Married,1
14783.0,27,32900,9.4,Full-time,High School,Married,1
14784.0,32,71900,6.6,fulltime,Bachelor,Married,1
14785.0,31,41400,5.1,fulltime,Some College,Married,0
14786.0,46,129900,5.5,fulltime,Bachelor,Married,0
14787.0,22,35600,4.0,self employed,High School,Single,1
14788.0,50,84100,4.8,Full-time,Graduate,Single,0
14789.0,39,22500,1.1,self emp,High School,Single,0
14790.0,29,21900,6.9,Full-time,High School,Single,1
14791.0,48,53000,2.3,Full-time,Advanced,Divorced,2
14792.0,47,32200,10.9,fulltime,High School,Married,1
14793.0,25,56800,0.9,Full-time,Bachelor,Married,3
14794.0,65,32600,7.4,self employed,High School,Married,1
14795.0,37,24900,10.6,part time,Bachelor,Single,0
14796.0,20,20000,2.9,Full-time,Bachelor,Single,1
14797.0,32,78200,9.1,Full-time,Bachelor,Single,0
14798.0,44,47200,5.4,full-time,High School,Single,0
14799.0,43,36400,6.9,Full-time,Some College,Married,3
14800.0,57,70900,7.2,fulltime,Bachelor,Divorced,0
14801.0,26,96200,8.6,part-time,Bachelor,Married,3
14802.0,38,27100,7.3,fulltime,Graduate,Married,1
14803.0,43,88700,2.7,fulltime,Advanced,Single,1
14804.0,44,52900,1.8,Full-time,High School,Married,1
14805.0,47,55800,11.0,part time,Bachelor,Married,1
14806.0,55,72100,6.7,Full-time,Advanced,Single,0
14807.0,30,69400,8.5,fulltime,Bachelor,Married,3
14808.0,31,52400,5.4,Full-time,Bachelor,Married,1
14809.0,31,128400,5.2,ft,Advanced,Single,0
14810.0,23,20000,2.2,part time,High School,Married,1
14811.0,51,33200,0.5,ft,Bachelor,Single,0
14812.0,40,27100,10.1,full-time,Some College,Single,1
14813.0,29,20900,5.1,full-time,High School,Single,0
14814.0,27,33900,4.2,ft,Some College,Single,1
14815.0,56,57400,3.3,Full-time,High School,Married,2
14816.0,27,46400,2.9,part time,Bachelor,Married,0
14817.0,37,35400,11.8,Full-time,High School,Married,2
14818.0,31,33100,3.5,ft,High School,Single,1
14819.0,43,26200,8.0,full-time,Some College,Divorced,0
14820.0,25,76000,4.2,fulltime,Some College,Single,0
14821.0,33,50000,8.5,contract,Some College,Single,0
14822.0,25,50800,7.6,full-time,Bachelor,Single,0
14823.0,35,26500,6.4,Full-time,Graduate,Single,0
14824.0,47,84700,1.5,Full-time,Some College,Married,3
14825.0,50,48900,9.9,self emp,Graduate,Married,2
14826.0,30,43900,5.1,self employed,Bachelor,Married,2
14827.0,65,20000,6.8,fulltime,Bachelor,Married,1
14828.0,20,20000,2.2,self-employed,Bachelor,Single,2
14829.0,51,36000,5.4,full-time,Advanced,Married,1
14830.0,43,59100,8.8,self emp,Some College,Married,1
14831.0,35,32600,4.6,full-time,High School,Married,0
14832.0,51,40600,3.0,Full-time,High School,Married,1
14833.0,43,105100,3.4,ft,Bachelor,Married,1
14834.0,28,46200,8.6,Full-time,Bachelor,Married,1
14835.0,37,31500,10.5,Full-time,Some College,Single,0
14836.0,20,20000,2.5,Full-time,Some College,Single,0
14837.0,46,44700,0.7,self employed,Bachelor,Married,1
14838.0,25,69800,8.0,ft,Advanced,Married,1
14839.0,51,139602,5.8,part-time,Graduate,Married,2
14840.0,35,23700,7.2,fulltime,Some College,Single,1
14841.0,67,32400,3.8,Full-time,Advanced,Married,3
14842.0,34,48100,6.5,Full-time,Bachelor,Married,2
14843.0,21,20000,3.9,fulltime,High School,Single,1
14844.0,22,20000,4.2,ft,High School,Single,1
14845.0,41,33100,2.4,fulltime,Some College,Divorced,1
14846.0,23,20000,5.7,Full-time,Some College,Single,1
14847.0,51,53800,8.1,ft,Advanced,Single,1
14848.0,22,20000,4.2,contractor,Some College,Single,1
14849.0,33,42100,7.5,Full-time,High School,Single,0
14850.0,42,20000,5.7,Full-time,Bachelor,Married,2
14851.0,45,35300,5.7,Full-time,High School,Married,2
14852.0,51,41100,11.6,self emp,High School,Married,1
14853.0,31,25000,4.7,ft,High School,Married,1
14854.0,38,44100,1.4,Full-time,Some College,Single,0
14855.0,39,60300,1.8,pt,Graduate,Married,1
14856.0,21,39300,3.0,ft,Bachelor,Single,1
14857.0,39,30200,3.6,ft,High School,Married,1
14858.0,34,70500,1.4,Full-time,Bachelor,Single,0
14859.0,26,34200,6.5,fulltime,Bachelor,Single,2
14860.0,37,42000,5.9,ft,High School,Single,0
14861.0,58,75900,13.2,Full-time,Graduate,Married,0
14862.0,46,23300,5.2,ft,Bachelor,Married,2
14863.0,18,24400,5.2,fulltime,Some College,Single,1
14864.0,62,34200,5.8,ft,High School,Divorced,0
14865.0,58,20000,7.6,Full-time,High School,Married,0
14866.0,34,44900,3.9,contract,Some College,Married,2
14867.0,37,22900,10.5,contract,High School,Divorced,3
14868.0,44,34400,2.8,full-time,Graduate,Married,1
14869.0,30,36900,8.2,ft,Graduate,Single,3
14870.0,37,30600,10.4,self employed,Some College,Married,1
14871.0,34,121200,2.2,fulltime,Graduate,Married,1
14872.0,35,139602,10.9,fulltime,Some College,Single,0
14873.0,45,76000,0.5,Full-time,Graduate,Single,0
14874.0,42,49600,1.3,ft,Bachelor,Single,0
14875.0,41,46800,8.9,fulltime,Some College,Single,0
14876.0,52,54400,2.1,Full-time,Some College,Married,1
14877.0,34,39500,2.8,self employed,Some College,Married,2
14878.0,26,20000,3.6,fulltime,High School,Single,2
14879.0,39,48100,2.7,full-time,Bachelor,Single,2
14880.0,27,33700,9.1,fulltime,Some College,Single,2
14881.0,44,20000,6.1,full-time,Bachelor,Divorced,4
14882.0,52,53200,8.5,Full-time,Graduate,Married,1
14883.0,61,20800,4.4,Full-time,Some College,Married,4
14884.0,43,42800,6.5,contractor,Some College,Married,2
14885.0,38,139602,4.7,self emp,Bachelor,Married,0
14886.0,32,36700,5.2,Full-time,Some College,Married,3
14887.0,66,21100,7.8,Full-time,Some College,Divorced,0
14888.0,45,53800,0.3,Full-time,Bachelor,Married,0
14889.0,27,34500,5.8,ft,Some College,Married,1
14890.0,49,30200,4.1,self emp,Graduate,Married,0
14891.0,41,60200,8.5,fulltime,Bachelor,Married,3
14892.0,52,34000,9.1,Full-time,Some College,Divorced,1
14893.0,36,79500,3.9,Full-time,Advanced,Single,1
14894.0,43,29500,11.2,part-time,Advanced,Married,0
14895.0,28,46200,5.8,Full-time,Bachelor,Married,1
14896.0,31,56700,0.5,self employed,Bachelor,Single,2
14897.0,31,31300,1.5,full-time,Some College,Married,0
14898.0,50,66300,4.9,Full-time,Bachelor,Married,1
14899.0,31,81200,4.9,Full-time,Advanced,Single,0
14900.0,46,43000,5.2,contract,Bachelor,Divorced,3
14901.0,18,20000,0.2,ft,Graduate,Single,1
14902.0,46,51300,0.5,Full-time,Graduate,Married,1
14903.0,27,32900,4.9,ft,High School,Married,1
14904.0,67,20000,5.0,full-time,Some College,Married,1
14905.0,43,46400,4.5,fulltime,Graduate,Divorced,1
14906.0,25,30600,0.5,Full-time,High School,Single,0
14907.0,42,37500,1.3,fulltime,Graduate,Married,0
14908.0,37,53600,4.0,full-time,Advanced,Married,0
14909.0,39,51600,14.0,self employed,Advanced,Single,0
14910.0,53,90700,3.9,contract,Some College,Divorced,0
14911.0,31,45800,1.7,Full-time,High School,Single,1
14912.0,31,23500,1.7,part time,High School,Married,0
14913.0,62,21500,4.8,full-time,Graduate,Married,2
14914.0,51,32900,7.7,part time,Bachelor,Married,2
14915.0,40,62900,6.6,full-time,Advanced,Single,0
14916.0,34,20300,9.3,ft,Bachelor,Single,0
14917.0,18,20000,0.2,Full-time,High School,Married,2
14918.0,57,20900,9.4,contract,Some College,Married,2
14919.0,27,56200,9.6,full-time,Bachelor,Married,0
14920.0,47,39600,13.9,full-time,Bachelor,Single,1
14921.0,23,20000,5.4,fulltime,High School,Single,2
14922.0,45,72600,5.2,part time,Bachelor,Married,0
14923.0,51,116400,5.2,ft,Bachelor,Married,2
14924.0,42,29100,6.7,Full-time,Bachelor,Married,1
14925.0,35,109100,1.0,fulltime,Bachelor,Married,4
14926.0,40,31000,6.2,full-time,Bachelor,Married,1
14927.0,45,61000,7.1,part time,High School,Divorced,5
14928.0,38,53800,0.8,self employed,Graduate,Married,5
14929.0,38,46900,5.8,Full-time,Bachelor,Single,3
14930.0,34,60700,6.4,full-time,High School,Married,2
14931.0,40,115900,5.8,Full-time,Bachelor,Married,1
14932.0,20,22600,2.6,full-time,Bachelor,Single,0
14933.0,22,29900,0.6,fulltime,Graduate,Single,0
14934.0,25,27400,5.2,self employed,Some College,Single,2
14935.0,23,20000,3.4,self employed,Some College,Single,0
14936.0,40,49900,9.6,contract,Bachelor,Married,1
14937.0,42,30900,5.7,contractor,Bachelor,Single,0
14938.0,40,35500,4.3,self-employed,Bachelor,Divorced,2
14939.0,49,50500,6.8,Full-time,Graduate,Divorced,0
14940.0,19,20000,1.5,full-time,Some College,Single,2
14941.0,20,22300,2.6,full-time,High School,Single,0
14942.0,26,23900,3.7,ft,Bachelor,Married,3
14943.0,26,23100,8.3,Full-time,Bachelor,Married,1
14944.0,34,26100,2.8,self employed,Some College,Married,1
14945.0,29,29500,3.2,Full-time,Graduate,Single,0
14946.0,18,26600,0.9,Full-time,High School,Single,1
14947.0,32,66100,6.7,contractor,Graduate,Married,1
14948.0,48,71600,1.2,fulltime,Bachelor,Married,2
14949.0,41,24800,7.1,self emp,Graduate,Married,1
14950.0,39,27300,5.5,full-time,Bachelor,Married,0
14951.0,30,46100,0.2,full-time,Some College,Married,3
14952.0,38,45600,0.2,ft,Bachelor,Single,0
14953.0,34,34100,10.5,Full-time,High School,Married,0
14954.0,35,57200,8.2,pt,Bachelor,Single,1
14955.0,31,26900,0.8,Full-time,High School,Married,3
14956.0,24,21800,1.8,fulltime,Some College,Single,0
14957.0,32,37800,6.0,full-time,High School,Married,1
14958.0,42,87700,6.8,full-time,Advanced,Divorced,0
14959.0,25,20000,7.5,pt,Some College,Single,1
14960.0,53,32500,2.6,ft,Some College,Divorced,2
14961.0,40,20000,0.2,contract,Bachelor,Married,0
14962.0,35,38400,3.5,contractor,Bachelor,Married,0
14963.0,30,23900,0.2,Full-time,High School,Married,1
14964.0,44,28100,2.7,fulltime,High School,Married,1
14965.0,37,51800,11.9,fulltime,High School,Single,1
14966.0,41,42800,5.4,Full-time,Advanced,Divorced,0
14967.0,42,22800,3.5,full-time,Some College,Married,5
14968.0,42,42600,12.1,part-time,Some College,Divorced,0
14969.0,45,73200,0.8,Full-time,Bachelor,Married,1
14970.0,44,42900,5.8,contractor,Bachelor,Married,2
14971.0,27,33800,5.3,Full-time,Bachelor,Married,0
14972.0,66,33900,7.9,ft,High School,Married,0
14973.0,44,85100,2.7,Full-time,Some College,Married,1
14974.0,50,36400,3.9,ft,Bachelor,Single,0
14975.0,18,20000,0.8,Full-time,High School,Single,0
14976.0,21,26000,3.8,Full-time,High School,Single,3
14977.0,29,23900,2.5,self emp,High School,Married,1
14978.0,28,32600,9.7,fulltime,Bachelor,Single,1
14979.0,45,22300,5.2,ft,Bachelor,Married,1
14980.0,28,122300,5.0,contractor,Graduate,Single,3
14981.0,19,20000,1.2,Full-time,Some College,Married,1
14982.0,34,42200,5.1,full-time,Bachelor,Married,1
14983.0,27,55500,8.6,part time,Some College,Married,0
14984.0,26,28300,5.4,part-time,Some College,Married,2
14985.0,42,37600,14.0,part-time,Bachelor,Married,0
14986.0,37,75500,11.5,ft,Advanced,Single,1
14987.0,31,50400,1.6,self-employed,Bachelor,Single,2
14988.0,52,31600,6.5,part time,Some College,Married,3
14989.0,43,39500,4.1,part-time,Graduate,Married,3
14990.0,34,72600,4.6,Full-time,Advanced,Married,4
14991.0,36,56900,4.2,Full-time,Graduate,Married,2
14992.0,28,53400,2.6,Full-time,Bachelor,Married,4
14993.0,52,37800,7.6,part-time,Graduate,Single,0
14994.0,46,30800,1.1,ft,Some College,Single,1
14995.0,43,43100,4.9,Full-time,High School,Married,2
14996.0,24,88800,1.8,self emp,Graduate,Single,0
14997.0,22,20000,0.9,part-time,Some College,Single,1
14998.0,49,84300,2.7,self-employed,Bachelor,Divorced,1
14999.0,44,64100,4.0,self emp,Some College,Married,3
15000.0,33,27100,6.1,Full-time,High School,Married,1
15001.0,28,39400,4.7,fulltime,Bachelor,Married,2
15002.0,30,58600,10.9,contract,Graduate,Married,0
15003.0,37,23400,3.5,part time,Bachelor,Single,2
15004.0,45,49000,7.3,contract,Some College,Married,1
15005.0,19,20000,2.0,Full-time,High School,Single,0
15006.0,52,27000,7.1,fulltime,High School,Married,3
15007.0,29,20000,2.5,pt,Graduate,Married,3
15008.0,28,20000,4.5,Full-time,Graduate,Married,1
15009.0,51,41700,5.0,fulltime,High School,Married,3
15010.0,35,90400,11.6,Full-time,Graduate,Single,0
15011.0,40,57000,5.1,self employed,Some College,Married,1
15012.0,25,72100,1.6,part time,Bachelor,Single,2
15013.0,46,48300,9.6,self emp,Bachelor,Married,3
15014.0,27,20800,3.5,ft,Graduate,Married,0
15015.0,52,38500,7.7,part time,Some College,Divorced,1
15016.0,31,20000,11.3,fulltime,Bachelor,Married,1
15017.0,32,27100,13.7,fulltime,Some College,Single,0
15018.0,38,56400,8.3,full-time,Bachelor,Married,1
15019.0,20,22000,2.5,full-time,Some College,Married,1
15020.0,64,30600,3.1,Full-time,High School,Married,1
15021.0,35,69400,10.9,ft,Graduate,Married,3
15022.0,38,66700,3.4,fulltime,Graduate,Married,3
15023.0,35,43500,2.2,full-time,Some College,Married,2
15024.0,20,20000,2.2,self emp,Some College,Single,0
15025.0,28,103000,7.4,Full-time,Graduate,Single,0
15026.0,55,74800,9.2,self emp,Graduate,Divorced,3
15027.0,45,40300,3.5,self employed,High School,Married,1
15028.0,19,31500,1.1,Full-time,Some College,Married,3
15029.0,19,20000,1.4,full-time,Bachelor,Single,0
15030.0,51,24900,14.0,ft,Bachelor,Divorced,0
15031.0,30,55400,2.2,fulltime,Bachelor,Married,1
15032.0,27,29400,2.0,Full-time,Some College,Married,0
15033.0,42,68400,5.1,self emp,Bachelor,Single,0
15034.0,23,20000,5.2,Full-time,Some College,Married,0
15035.0,58,22400,2.4,Full-time,Some College,Single,0
15036.0,29,51800,0.9,part time,Bachelor,Married,4
15037.0,29,44300,4.6,part time,Bachelor,Married,1
15038.0,26,31600,8.6,fulltime,High School,Divorced,0
15039.0,43,49500,2.8,fulltime,Some College,Single,0
15040.0,46,65300,2.5,fulltime,Advanced,Single,1
15041.0,45,20300,3.5,full-time,Some College,Single,0
15042.0,41,53000,1.1,self employed,Bachelor,Married,2
15043.0,32,30400,0.9,Full-time,Some College,Married,2
15044.0,49,35500,9.6,self employed,High School,Single,0
15045.0,41,43700,1.4,full-time,High School,Divorced,0
15046.0,54,42400,14.0,self emp,Some College,Single,0
15047.0,51,139602,0.9,self employed,Graduate,Divorced,1
15048.0,34,26700,14.0,Full-time,Some College,Married,2
15049.0,26,21300,5.2,ft,Some College,Single,2
15050.0,57,42900,6.3,fulltime,Graduate,Single,2
15051.0,39,45500,11.9,self-employed,Graduate,Married,1
15052.0,40,46800,3.6,contract,Bachelor,Married,3
15053.0,34,20000,5.8,self-employed,Some College,Single,1
15054.0,40,35500,4.6,part time,Bachelor,Divorced,2
15055.0,38,31700,2.9,Full-time,Bachelor,Single,1
15056.0,39,26100,5.3,fulltime,Bachelor,Married,0
15057.0,61,21600,5.7,self employed,High School,Married,0
15058.0,62,20000,3.8,fulltime,Advanced,Married,2
15059.0,27,22500,3.8,contract,High School,Married,2
15060.0,29,43700,5.1,fulltime,Bachelor,Married,2
15061.0,23,20000,1.2,self emp,Bachelor,Married,3
15062.0,30,20000,10.2,self employed,Graduate,Single,0
15063.0,43,63900,5.1,self-employed,High School,Single,2
15064.0,53,120900,9.4,Full-time,Bachelor,Married,4
15065.0,58,36200,3.6,ft,High School,Married,3
15066.0,25,28700,1.2,self emp,Bachelor,Married,1
15067.0,37,87000,8.0,full-time,High School,Married,3
15068.0,39,72600,0.8,Full-time,Some College,Married,3
15069.0,50,73500,3.5,self emp,Bachelor,Single,1
15070.0,26,33200,4.9,fulltime,Advanced,Single,1
15071.0,36,20000,7.9,ft,Bachelor,Married,1
15072.0,28,41300,6.9,pt,High School,Single,1
15073.0,46,88400,4.0,fulltime,Graduate,Married,3
15074.0,27,26500,8.7,self emp,Bachelor,Married,1
15075.0,20,25300,2.2,part-time,Some College,Single,1
15076.0,18,20000,0.2,ft,Some College,Single,2
15077.0,51,58500,3.7,full-time,Bachelor,Single,3
15078.0,36,35500,4.2,Full-time,Bachelor,Single,2
15079.0,42,34400,3.7,full-time,High School,Divorced,0
15080.0,60,31400,3.7,full-time,Graduate,Married,5
15081.0,30,22000,0.9,part time,Some College,Married,0
15082.0,35,35600,11.2,Full-time,Graduate,Married,0
15083.0,31,37500,12.9,ft,Advanced,Single,0
15084.0,31,36100,7.6,part-time,Bachelor,Married,0
15085.0,23,25900,6.0,self-employed,Graduate,Single,1
15086.0,53,65500,11.4,part-time,Advanced,Divorced,1
15087.0,47,118500,3.3,self-employed,Advanced,Married,2
15088.0,42,52800,7.6,contractor,Advanced,Married,2
15089.0,39,71200,5.2,fulltime,Advanced,Married,2
15090.0,40,54500,5.0,ft,Bachelor,Divorced,1
15091.0,32,42500,3.9,Full-time,High School,Married,0
15092.0,43,44000,5.4,fulltime,Bachelor,Single,0
15093.0,36,57700,11.8,fulltime,Bachelor,Single,0
15094.0,34,32000,2.9,Full-time,Bachelor,Married,0
15095.0,67,38700,9.0,part time,Bachelor,Married,3
15096.0,37,21200,6.5,pt,Advanced,Single,2
15097.0,31,62200,1.1,part time,Some College,Married,1
15098.0,46,73500,8.0,contract,High School,Single,0
15099.0,47,71500,4.3,fulltime,Graduate,Married,1
15100.0,44,76500,6.8,Full-time,Graduate,Single,0
15101.0,32,26200,9.7,fulltime,Bachelor,Married,0
15102.0,65,51800,5.8,full-time,Bachelor,Single,0
15103.0,42,61200,3.2,ft,Some College,Married,1
15104.0,39,32900,2.7,Full-time,Bachelor,Married,0
15105.0,20,20700,2.0,fulltime,Some College,Single,1
15106.0,26,43700,1.5,fulltime,Graduate,Married,1
15107.0,29,20000,1.1,Full-time,High School,Married,4
15108.0,27,89700,2.2,full-time,Some College,Married,3
15109.0,37,31200,4.0,full-time,Some College,Single,1
15110.0,30,30700,12.3,ft,Some College,Married,1
15111.0,27,20000,6.6,self-employed,High School,Married,4
15112.0,33,22800,2.9,self employed,Some College,Married,2
15113.0,40,33500,4.8,fulltime,Some College,Married,1
15114.0,29,26800,5.4,self employed,High School,Married,1
15115.0,25,24600,6.3,Full-time,High School,Single,0
15116.0,39,20600,6.3,Full-time,High School,Single,2
15117.0,33,50700,14.0,self employed,High School,Married,1
15118.0,36,46500,3.1,self employed,Bachelor,Single,0
15119.0,46,44400,2.8,ft,Bachelor,Married,3
15120.0,36,86400,3.3,Full-time,Bachelor,Single,1
15121.0,36,49000,5.0,fulltime,High School,Single,0
15122.0,30,31900,5.6,ft,Some College,Married,2
15123.0,25,43000,0.2,full-time,High School,Single,0
15124.0,39,52200,1.5,fulltime,Advanced,Married,1
15125.0,27,32100,8.7,full-time,Some College,Married,3
15126.0,32,47700,6.0,fulltime,High School,Single,0
15127.0,43,100900,4.8,ft,Bachelor,Married,0
15128.0,36,68100,10.5,self employed,Advanced,Single,0
15129.0,23,43900,5.9,ft,Graduate,Single,2
15130.0,43,51600,2.6,part-time,Graduate,Married,0
15131.0,55,34700,4.9,full-time,Some College,Married,2
15132.0,32,69800,7.8,Full-time,Advanced,Divorced,1
15133.0,32,32700,4.0,part time,High School,Single,2
15134.0,32,20000,2.3,self-employed,Bachelor,Married,2
15135.0,48,86000,6.5,fulltime,Graduate,Single,1
15136.0,42,53200,8.0,self emp,Bachelor,Single,1
15137.0,33,25100,6.9,full-time,Graduate,Single,0
15138.0,66,20000,2.1,full-time,High School,Married,2
15139.0,30,37200,4.5,ft,Some College,Married,4
15140.0,53,56800,1.9,part-time,Some College,Single,0
15141.0,74,20000,2.9,full-time,Advanced,Married,1
15142.0,41,27600,4.8,part-time,Graduate,Married,3
15143.0,50,48200,5.7,ft,Graduate,Married,0
15144.0,55,139602,4.6,Full-time,Some College,Married,1
15145.0,39,70700,7.9,part-time,Some College,Single,0
15146.0,28,39100,8.7,Full-time,Bachelor,Single,1
15147.0,57,24400,4.9,self emp,Some College,Single,0
15148.0,33,42100,9.1,Full-time,Bachelor,Married,2
15149.0,62,43200,6.3,Full-time,Graduate,Married,1
15150.0,35,62600,2.4,self emp,High School,Married,0
15151.0,58,37500,12.0,Full-time,Advanced,Single,1
15152.0,35,25600,5.0,Full-time,Bachelor,Married,3
15153.0,24,22300,0.7,part time,Bachelor,Single,0
15154.0,58,50000,9.1,Full-time,Graduate,Divorced,0
15155.0,28,49700,8.3,contract,Bachelor,Single,1
15156.0,38,40700,7.5,ft,High School,Married,0
15157.0,37,40300,2.9,Full-time,Bachelor,Married,1
15158.0,47,59800,6.4,Full-time,Graduate,Married,0
15159.0,46,35000,2.2,Full-time,Bachelor,Married,1
15160.0,42,44400,4.5,fulltime,Some College,Divorced,0
15161.0,34,40400,1.3,self employed,Some College,Married,3
15162.0,42,48600,6.2,Full-time,Some College,Single,0
15163.0,54,24900,5.3,Full-time,Some College,Divorced,0
15164.0,53,66000,2.5,full-time,Graduate,Married,2
15165.0,29,25800,4.3,ft,Advanced,Married,0
15166.0,38,21100,9.6,fulltime,Bachelor,Single,2
