cust_num,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,revolving_balance,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow
21353,2908.33,933.67,320.1,0.431,0.43109570200573005,0.11,0.542,53387.0,53387.0,45113.0,1253.77,15045.24,0.277936962750716,63087.0,1654.5633333333335
21354,6408.33,1156.47,1835.78,0.467,0.466931079323797,0.28600000000000003,0.41600000000000004,35817.6,35817.6,50282.4,2992.25,35907.0,3.065019505851755,271517.6,3416.083333333333
21355,4025.0,371.18,1106.04,0.367,0.367011180124223,0.275,0.463,28706.0,28706.0,33294.0,1477.22,17726.64,0.478260869565217,51806.0,2547.78
21356,7333.0,493.14,396.0,0.121,0.12124636363636301,0.054,0.33,85569.0,85569.0,173731.0,889.14,10669.68,0.15,98769.0,6444.193333333333
21357,1666.67,501.77,312.95,0.489,0.488832,0.188,0.465,16042.5,16042.5,18457.5,814.72,9776.64,0.465,25342.5,851.9466666666667
21358,4875.0,1064.08,1515.03,0.529,0.529048205128205,0.311,0.364,43352.4,43352.4,75747.6,2579.11,30949.32,4.08034188034188,282052.4,2295.89
21359,4250.0,463.69,372.0,0.197,0.19663294117647,0.088,0.28200000000000003,46389.0,46389.0,118111.0,835.69,10028.28,0.24313725490196003,58789.0,3414.31
21360,3733.33,1278.32,411.0,0.452,0.452496428571428,0.11,0.441,15082.2,15082.2,19117.8,1689.32,20271.84,0.305803571428571,28782.2,2044.013333333333
21361,4658.33,1704.05,2122.01,0.8210000000000001,0.8213366726296961,0.456,0.188,34460.4,34460.4,148839.6,3826.06,45912.72,7.336314847942755,444560.4,832.27
21362,3925.0,869.5,287.96,0.295,0.294894267515923,0.073,0.746,74450.8,74450.8,25349.2,1157.46,13889.52,0.19108280254777002,83450.8,2767.54
21363,12075.0,1245.77,1684.04,0.243,0.24263436853002002,0.139,0.279,68131.8,68131.8,176068.2,2929.81,35157.72,2.318150448585231,404031.8,9145.19
21364,2783.33,688.49,1874.01,0.921,0.92065868263473,0.673,0.385,31339.0,31339.0,50061.0,2562.5,30750.0,6.8982035928143715,261739.0,220.83
21365,1958.33,594.27,66.42,0.337,0.33737361702127605,0.034,0.41200000000000003,26944.8,26944.8,38455.2,660.69,7928.279999999999,0.085106382978723,28944.8,1297.64
21366,2425.0,913.85,3656.28,1.885,1.884589690721649,1.508,0.488,15616.0,15616.0,16384.0,4570.13,54841.56,18.075601374570446,541616.0,-2145.13
21367,4283.33,558.03,285.0,0.197,0.19681634241245102,0.067,0.586,23088.4,23088.4,16311.6,843.03,10116.36,0.184824902723735,32588.4,3440.3
21368,1666.67,113.31,415.86,0.318,0.317502,0.25,0.519,22265.1,22265.1,20634.9,529.17,6350.040000000001,0.615,34565.1,1137.5
21369,3650.0,634.04,817.91,0.398,0.397794520547945,0.224,0.963,127501.2,127501.2,4898.8,1451.95,17423.399999999998,0.557077625570776,151901.2,2198.05
21370,4283.33,1136.28,771.4,0.445,0.445372762645914,0.18,0.63,22743.0,22743.0,13357.0,1907.68,22892.16,0.45914396887159503,46343.0,2375.653333333333
21371,10833.33,3245.56,237.0,0.321,0.321467076923076,0.022,0.6960000000000001,79204.8,79204.8,34595.2,3482.56,41790.72,0.06076923076923001,87104.8,7350.77
21372,4791.67,1062.53,230.67,0.27,0.269885217391304,0.048,0.8170000000000001,131537.0,131537.0,29463.0,1293.2,15518.4,0.15478260869565202,140437.0,3498.47
21373,3192.0,526.63,280.91,0.253,0.25301514360313304,0.088,0.424,11872.0,11872.0,16128.0,807.54,9690.48,0.274151436031331,22372.0,2384.13
21374,6166.67,1359.81,491.6,0.30000000000000004,0.300228648648648,0.08,0.45,92700.0,92700.0,113300.0,1851.41,22216.92,0.312162162162162,115800.0,4315.26
21375,1975.0,686.15,1081.12,0.895,0.894820253164556,0.547,0.426,22535.4,22535.4,30364.6,1767.27,21207.24,6.594936708860759,178835.4,207.73
21376,2325.0,402.24,315.0,0.308,0.308490322580645,0.135,0.665,32784.5,32784.5,16515.5,717.24,8606.880000000001,0.37634408602150504,43284.5,1607.76
21377,4816.67,881.69,617.2,0.311,0.31118823529411704,0.128,0.581,20509.3,20509.3,14790.7,1498.89,17986.68,1.5778546712802761,111709.3,3317.78
21378,4625.0,1169.79,720.77,0.40900000000000003,0.408769729729729,0.156,0.367,16771.9,16771.9,28928.1,1890.56,22686.72,0.27927927927927904,32271.9,2734.44
21379,1666.67,616.34,750.68,0.8200000000000001,0.820211999999999,0.45,0.481,25781.6,25781.6,27818.4,1367.02,16404.239999999998,1.11,47981.6,299.65
21380,3800.0,299.08,393.0,0.182,0.18212631578947303,0.10300000000000001,0.466,22787.4,22787.4,26112.6,692.08,8304.96,0.287280701754385,35887.4,3107.92
21381,3650.0,891.43,374.14,0.34700000000000003,0.34673150684931503,0.10300000000000001,0.402,50250.0,50250.0,74750.0,1265.57,15186.84,0.26027397260273905,61650.0,2384.43
21382,1666.67,500.21,273.0,0.464,0.463926,0.164,0.481,21164.0,21164.0,22836.0,773.21,9278.52,0.455,30264.0,893.4566666666667
21383,2291.67,125.76,533.95,0.28800000000000003,0.28787345454545404,0.233,0.534,36579.0,36579.0,31921.0,659.71,7916.52,3.465454545454545,131879.0,1631.96
21384,1666.67,499.27,790.73,0.774,0.773999999999999,0.47400000000000003,0.486,14580.0,14580.0,15420.0,1290.0,15480.0,0.8250000000000001,31080.0,376.67
21385,3275.0,403.51,377.51,0.23800000000000002,0.23847938931297702,0.115,0.551,44631.0,44631.0,36369.0,781.02,9372.24,0.36132315521628505,58831.0,2493.98
21386,4342.0,1009.52,718.05,0.398,0.397904798464491,0.165,0.615,33763.5,33763.5,21136.5,1727.57,20730.84,0.41458733205374204,55363.5,2614.1
21387,3191.67,1139.88,2776.0,1.227,1.226907571801566,0.87,0.183,7887.3,7887.3,35212.7,3915.88,46990.56,14.422976501305483,560287.3,-724.2133333333336
21388,2066.67,375.39,210.0,0.28300000000000003,0.283253225806451,0.10200000000000001,0.41500000000000004,21206.5,21206.5,29893.5,585.39,7024.68,0.282258064516129,28206.5,1481.28
21389,3633.33,672.43,1798.19,0.68,0.6799871559633021,0.495,0.23500000000000001,27918.0,27918.0,90882.0,2470.62,29647.44,7.013761467889908,333718.0,1162.71
21390,1666.67,396.36,222.0,0.371,0.37101599999999996,0.133,0.529,6718.3,6718.3,5981.7,618.36,7420.32,0.37,14118.3,1048.3066666666668
21391,1908.33,518.88,498.76,0.533,0.533261135371179,0.261,0.5660000000000001,27620.8,27620.8,21179.2,1017.64,12211.68,0.8384279475982531,46820.8,890.69
21392,2900.0,364.05,1288.64,0.5700000000000001,0.569893103448275,0.444,0.166,5527.8,5527.8,27772.2,1652.69,19832.28,5.913793103448276,211327.8,1247.31
21393,4841.67,1229.32,183.0,0.292,0.291701204819277,0.038,0.178,18405.2,18405.2,84994.8,1412.32,16947.84,0.10499139414802001,24505.2,3429.3466666666677
21394,1666.67,248.79,921.38,0.7020000000000001,0.702102,0.553,0.658,10396.4,10396.4,5403.6,1170.17,14042.04,1.5899999999999999,42196.4,496.5
21395,2225.0,646.02,4180.39,2.169,2.169173033707865,1.879,0.366,20971.8,20971.8,36328.2,4826.41,57916.92,20.02247191011236,555571.8,-2601.41
21396,1666.67,99.11,52.16,0.091,0.09076199999999901,0.031,0.66,28314.0,28314.0,14586.0,151.27,1815.24,0.055,29414.0,1515.4
21397,1983.33,704.92,1844.65,1.2850000000000001,1.285497478991596,0.93,0.54,20304.0,20304.0,17296.0,2549.57,30594.840000000004,12.789915966386555,324704.0,-566.24
21398,10042.0,2561.18,1151.43,0.37,0.36972049792531103,0.115,0.258,92854.2,92854.2,267045.8,3712.61,44551.31999999999,1.746058091286307,303254.2,6329.06
21399,2366.67,815.83,2826.91,1.5390000000000001,1.539185915492957,1.194,0.383,27461.1,27461.1,44238.9,3642.74,43712.88,12.538732394366198,383561.1,-1276.0733333333333
21400,3733.33,901.83,1312.57,0.593,0.5931428571428571,0.352,0.398,11661.4,11661.4,17638.6,2214.4,26572.800000000003,0.613839285714285,39161.4,1518.93
21401,3075.0,998.8,2328.79,1.082,1.082143089430894,0.757,0.38,39976.0,39976.0,65224.0,3327.59,39931.08,8.487804878048781,353176.0,-252.59
21402,8616.67,2770.05,665.98,0.399,0.39876557059961304,0.077,0.202,50661.6,50661.6,200138.4,3436.03,41232.36,0.20212765957446802,71561.6,5180.64
21403,4925.0,568.7,1303.96,0.38,0.380235532994923,0.265,0.53,107643.0,107643.0,95457.0,1872.66,22471.92,0.6565143824027071,146443.0,3052.34
21404,3458.0,322.17,177.0,0.14400000000000002,0.14433831325301202,0.051000000000000004,0.299,24817.0,24817.0,58183.0,499.17,5990.04,0.14216867469879502,30717.0,2959.16
21405,4608.0,1705.59,1452.31,0.685,0.685258589511754,0.315,0.215,31218.0,31218.0,113982.0,3157.9,37894.8,0.556962025316455,62018.0,1450.43
21406,4608.0,807.99,495.31,0.28300000000000003,0.28281374321880604,0.107,0.336,21100.8,21100.8,41699.2,1303.3,15639.6,1.182640144665461,86500.8,3305.03
21407,1666.67,551.34,189.0,0.444,0.444204,0.113,0.663,13790.4,13790.4,7009.6,740.34,8884.08,0.315,20090.4,926.33
21408,4833.0,892.58,477.2,0.28300000000000003,0.28340275862068903,0.099,0.198,9583.2,9583.2,38816.8,1369.78,16437.36,0.17758620689655102,19883.2,3463.55
21409,1667.0,387.61,688.09,0.645,0.6454200000000001,0.41300000000000003,0.484,19214.8,19214.8,20485.2,1075.7,12908.4,6.49,149014.8,590.97
21410,2958.33,1102.77,399.51,0.508,0.507812957746478,0.135,0.5,46950.0,46950.0,46950.0,1502.28,18027.36,0.24225352112676002,55550.0,1456.0533333333335
21411,6933.33,2126.52,1867.47,0.5760000000000001,0.57605625,0.269,0.637,72490.6,72490.6,41309.4,3993.99,47927.88,3.5,363690.6,2939.34
21412,2991.67,1169.45,1776.16,0.985,0.984605013927576,0.594,0.384,16089.6,16089.6,25810.4,2945.61,35347.32,7.835654596100278,297389.6,46.06
21413,2033.33,555.18,521.31,0.529,0.529421311475409,0.256,0.529,31105.2,31105.2,27694.8,1076.49,12917.879999999996,0.815573770491803,51005.2,956.84
21414,2958.33,965.96,123.0,0.368,0.368099154929577,0.042,0.904,97812.8,97812.8,10387.2,1088.96,13067.52,0.11549295774647801,101912.8,1869.37
21415,3500.0,956.55,2083.86,0.869,0.868688571428571,0.595,0.55,53790.0,53790.0,44010.0,3040.41,36484.92,8.10952380952381,394390.0,459.59
21416,10250.0,1239.41,1623.17,0.279,0.27927609756097505,0.158,0.377,55984.5,55984.5,92515.5,2862.58,34350.96,2.411382113821138,352584.5,7387.42
21417,3983.33,284.09,133.43,0.105,0.10481673640167301,0.033,0.671,35026.2,35026.2,17173.800000000003,417.52,5010.24,0.08577405857740501,39126.2,3565.81
21418,2300.0,338.83,3446.56,1.646,1.645821739130434,1.499,0.39,29094.0,29094.0,45506.0,3785.39,45424.68,15.902173913043478,467994.0,-1485.39
21419,6266.67,528.0,977.97,0.24,0.24031436170212703,0.156,0.131,17318.2,17318.2,114881.8,1505.97,18071.64,2.368351063829787,195418.2,4760.7
21420,4341.67,837.66,147.0,0.227,0.22679309021113203,0.034,0.197,9160.5,9160.5,37339.5,984.66,11815.92,0.09404990403071001,14060.5,3357.006666666667
21421,5416.67,929.76,399.0,0.245,0.24530953846153802,0.074,0.10200000000000001,10404.0,10404.0,91596.0,1328.76,15945.12,0.204615384615384,23704.0,4087.9066666666663
21422,1983.33,307.4,395.17,0.354,0.354236974789915,0.199,0.261,15712.2,15712.2,44487.8,702.5699999999999,8430.84,0.48739495798319304,27312.2,1280.76
21423,3975.0,685.46,753.62,0.362,0.362032704402515,0.19,0.40800000000000003,34884.0,34884.0,50616.0,1439.08,17268.96,0.486373165618448,58084.0,2535.92
21424,4083.33,1181.26,611.67,0.439,0.43908489795918304,0.15,0.451,73287.5,73287.5,89212.5,1792.9299999999998,21515.16,0.37959183673469304,91887.5,2290.4
21425,2591.67,902.48,4407.33,2.049,2.048801286173633,1.701,0.753,62950.8,62950.8,20649.2,5309.81,63717.72,17.131832797427652,595750.8,-2718.14
21426,1941.67,718.75,626.19,0.6930000000000001,0.6926729613733901,0.323,0.714,44196.6,44196.6,17703.4,1344.94,16139.28,0.7896995708154501,62596.6,596.7266666666667
21427,2750.0,750.69,288.0,0.378,0.377705454545454,0.105,0.231,23377.2,23377.2,77822.8,1038.69,12464.28,0.29090909090909,32977.2,1711.31
21428,8875.0,815.74,357.0,0.132,0.13213971830985902,0.04,0.422,72288.6,72288.6,99011.4,1172.74,14072.88,0.11173708920187701,84188.6,7702.26
21429,2800.0,1086.16,360.0,0.516,0.516485714285714,0.129,0.558,16293.6,16293.6,12906.4,1446.16,17353.920000000002,0.35714285714285704,28293.6,1353.84
21430,8358.33,631.0,1779.96,0.28800000000000003,0.288449850448654,0.213,0.373,81425.9,81425.9,136874.1,2410.96,28931.52,3.217347956131605,404125.9,5947.37
21431,3341.67,893.56,886.04,0.533,0.532548628428927,0.265,0.385,16516.5,16516.5,26383.5,1779.6,21355.2,3.7780548628428923,168016.5,1562.07
21432,1667.0,658.99,412.34,0.643,0.642798,0.247,0.733,27194.3,27194.3,9905.7,1071.33,12855.96,3.14,89994.3,595.34
21433,1825.0,710.6,1221.5,1.059,1.058684931506849,0.669,0.512,31795.2,31795.2,30304.8,1932.1,23185.2,9.223744292237443,233795.2,-107.1
21434,2591.67,883.73,812.1,0.654,0.654339549839228,0.313,0.34800000000000003,15625.2,15625.2,29274.8,1695.83,20349.96,5.0,171125.2,895.84
21435,3050.0,269.06,497.5,0.251,0.251331147540983,0.163,0.422,18357.0,18357.0,25143.0,766.56,9198.72,0.289617486338797,28957.0,2283.44
21436,2433.33,747.59,1990.48,1.125,1.125234246575342,0.8180000000000001,0.606,18664.8,18664.8,12135.2,2738.07,32856.840000000004,14.558219178082192,443764.8,-304.74
21437,1850.0,120.69,1158.2,0.6910000000000001,0.6912918918918921,0.626,0.399,19471.2,19471.2,29328.8,1278.89,15346.68,6.554054054054054,164971.2,571.1099999999999
21438,4691.67,1574.3,109.43,0.359,0.35887673179396,0.023,0.186,25723.8,25723.8,112576.2,1683.73,20204.76,0.058614564831261005,29023.8,3007.94
21439,1666.67,402.51,2359.53,1.657,1.657223999999999,1.416,0.28200000000000003,7529.4,7529.4,19170.6,2762.04,33144.48,17.45,356529.4,-1095.3733333333332
21440,7442.0,2090.62,676.59,0.372,0.37185352743561,0.091,0.361,32851.0,32851.0,58149.0,2767.21,33206.520000000004,0.29003359462486,58751.0,4674.46
21441,3625.0,1224.82,2659.98,1.072,1.0716689655172411,0.734,0.458,32060.0,32060.0,37940.0,3884.8,46617.600000000006,10.535632183908046,490360.0,-259.8
21442,5166.67,400.73,1311.46,0.331,0.33139161290322505,0.254,0.368,19356.8,19356.8,33243.2,1712.19,20546.28,3.656451612903225,246056.8,3454.48
21443,8508.0,2787.78,165.0,0.34700000000000003,0.347045641527913,0.019,0.41400000000000003,125442.0,125442.0,177558.0,2952.78,35433.36,0.05386875612144901,130942.0,5555.553333333333
21444,5141.67,325.34,1402.75,0.336,0.336095299837925,0.273,0.063,12329.1,12329.1,183370.9,1728.09,20737.08,4.26418152350081,275429.1,3413.576666666667
21445,1666.67,308.99,803.26,0.667,0.6673500000000001,0.482,0.524,7912.4,7912.4,7187.6,1112.25,13347.0,1.42,36312.4,554.42
21446,5358.33,461.34,2830.24,0.614,0.6142917573872471,0.528,0.9540000000000001,100647.0,100647.0,4853.0,3291.58,39498.96,5.723172628304821,468647.0,2066.75
21447,8216.67,2702.24,720.61,0.417,0.41657403651115604,0.088,0.28800000000000003,72057.6,72057.6,178142.4,3422.85,41074.2,0.22210953346855902,93957.6,4793.82
21448,4333.33,631.5,486.0,0.258,0.25788461538461505,0.112,0.683,59216.1,59216.1,27483.9,1117.5,13410.0,0.31153846153846104,75416.1,3215.83
21449,2433.33,578.98,273.0,0.35000000000000003,0.35012876712328705,0.112,0.498,18475.8,18475.8,18624.2,851.98,10223.76,0.31164383561643805,27575.8,1581.3533333333337
21450,5166.67,1148.41,296.3,0.28,0.27962129032258004,0.057,0.32,23744.0,23744.0,50456.0,1444.71,17336.52,0.18225806451612903,35044.0,3721.96
21451,4658.33,1448.35,348.0,0.386,0.38562075134168106,0.075,0.506,66336.6,66336.6,64763.4,1796.35,21556.2,0.207513416815742,77936.6,2861.983333333333
21452,2658.33,620.78,776.65,0.526,0.525678996865203,0.292,0.527,49696.1,49696.1,44603.9,1397.4299999999998,16769.159999999996,0.523510971786833,66396.1,1260.9
21453,4375.0,1651.66,305.03,0.447,0.447243428571428,0.07,0.434,54944.4,54944.4,71655.6,1956.69,23480.28,0.272380952380952,69244.4,2418.31
21454,3175.0,587.25,339.8,0.292,0.29198425196850303,0.107,0.34800000000000003,19627.2,19627.2,36772.8,927.05,11124.6,0.270341207349081,29927.2,2247.95
21455,4166.67,535.31,242.96,0.187,0.186784799999999,0.058,0.342,37962.0,37962.0,73038.0,778.27,9339.24,0.224,49162.0,3388.4
21456,5000.0,917.62,716.69,0.327,0.326862,0.14300000000000002,0.334,47494.8,47494.8,94705.2,1634.31,19611.72,0.135,55594.8,3365.69
21457,3391.67,1045.4,2194.76,0.9550000000000001,0.9553297297297291,0.647,0.28600000000000003,15844.4,15844.4,39555.6,3240.16,38881.920000000006,7.019656019656019,301544.4,151.5066666666662
21458,4433.0,1126.15,667.36,0.405,0.40455112781954805,0.151,0.241,19954.8,19954.8,62845.2,1793.51,21522.120000000003,0.265037593984962,34054.8,2639.82
21459,5741.67,1152.28,1950.32,0.54,0.540365747460087,0.34,0.398,39800.0,39800.0,60200.0,3102.6,37231.2,4.711175616835995,364400.0,2639.066666666667
21460,2525.0,936.37,2311.0,1.286,1.286087128712871,0.915,0.5,13400.0,13400.0,13400.0,3247.37,38968.44,13.765676567656765,430500.0,-722.3699999999999
21461,1708.33,309.49,600.4,0.533,0.5326185365853651,0.35100000000000003,0.425,6715.0,6715.0,9085.0,909.89,10918.68,0.882926829268292,24815.0,798.44
21462,2408.33,931.75,1356.08,0.9500000000000001,0.9499640138408301,0.5630000000000001,0.28700000000000003,24108.0,24108.0,59892.0,2287.83,27453.96,8.750865051903114,277008.0,120.50333333333356
21463,5216.67,1127.43,766.02,0.363,0.36296166134185304,0.147,0.605,80707.0,80707.0,52693.0,1893.45,22721.4,0.36741214057507904,103707.0,3323.216666666667
21464,1850.0,188.54,859.31,0.5660000000000001,0.5664054054054051,0.464,0.366,12956.4,12956.4,22443.6,1047.85,12574.2,5.387387387387387,132556.4,802.1500000000001
21465,1666.67,252.17,1456.36,1.025,1.025118,0.874,0.312,7394.4,7394.4,16305.6,1708.53,20502.36,11.25,232394.4,-41.86
21466,3200.0,943.25,1288.75,0.6980000000000001,0.6975,0.403,0.713,68733.2,68733.2,27666.8,2232.0,26784.0,3.580729166666666,206233.2,968.0
21467,2550.0,461.44,385.65,0.332,0.332192156862745,0.151,0.631,16027.4,16027.4,9372.6,847.0899999999999,10165.079999999998,0.37254901960784303,27427.4,1702.91
21468,7591.67,2039.31,743.94,0.367,0.36661909989023,0.098,0.878,155932.8,155932.8,21667.2,2783.25,33399.0,0.300768386388584,183332.8,4808.42
21469,3291.67,228.34,575.57,0.244,0.24422582278481003,0.17500000000000002,0.926,44262.8,44262.8,3537.199999999997,803.91,9646.920000000002,0.43544303797468303,61462.8,2487.76
21470,4066.67,1386.08,2268.05,0.899,0.8985565573770491,0.558,0.196,9329.6,9329.6,38270.4,3654.13,43849.56,7.469262295081967,373829.6,412.54
21471,4308.33,525.28,698.68,0.28400000000000003,0.284091295938104,0.162,0.685,64938.0,64938.0,29862.0,1223.96,14687.52,0.502901353965183,90938.0,3084.37
21472,2108.33,587.63,1145.8,0.8220000000000001,0.82218023715415,0.543,0.17,12257.0,12257.0,59843.0,1733.4299999999998,20801.16,8.173913043478262,219057.0,374.9
21473,3408.0,392.23,1585.91,0.58,0.580383374083129,0.465,0.421,35700.8,35700.8,49099.2,1978.14,23737.68,7.743276283618582,352400.8,1430.19
21474,1875.0,653.06,123.0,0.41400000000000003,0.413898666666666,0.066,0.732,41138.4,41138.4,15061.6,776.06,9312.72,0.182222222222222,45238.4,1098.94
21475,6642.0,2041.65,681.18,0.41000000000000003,0.40996185696361304,0.10300000000000001,0.588,112425.6,112425.6,78774.4,2722.83,32673.96,1.228356336260978,210325.6,3918.836666666667
21476,2433.0,371.22,288.0,0.271,0.270912328767123,0.11800000000000001,0.41500000000000004,22202.5,22202.5,31297.5,659.22,7910.64,0.32876712328767105,31802.5,1774.11
21477,3891.67,1127.06,292.85,0.365,0.364859100642398,0.075,0.679,68511.1,68511.1,32388.9,1419.91,17038.92,0.239828693790149,79711.1,2471.76
21478,3350.0,172.65,1374.52,0.462,0.461841791044776,0.41000000000000003,0.668,70006.4,70006.4,34793.600000000006,1547.17,18566.04,6.420398009950249,328106.4,1802.83
21479,2333.33,558.23,1824.09,1.021,1.020994285714285,0.782,0.507,25958.4,25958.4,25241.6,2382.32,28587.84,1.367857142857142,64258.4,-48.99
21480,1666.67,523.0,1291.55,1.089,1.08873,0.775,0.13,6942.0,6942.0,46458.0,1814.55,21774.6,10.555,218042.0,-147.88
21481,2066.67,623.08,189.0,0.393,0.392941935483871,0.091,0.328,14956.8,14956.8,30643.2,812.08,9744.96,0.254032258064516,21256.8,1254.59
21482,4008.33,339.54,997.04,0.333,0.33345031185031104,0.249,0.11800000000000001,15104.0,15104.0,112896.0,1336.58,16038.96,4.062370062370062,210504.0,2671.75
21483,4791.67,1781.58,531.0,0.483,0.48262539130434706,0.111,0.651,37041.9,37041.9,19858.1,2312.58,27750.96,0.30782608695652103,54741.9,2479.09
21484,1666.67,389.03,978.63,0.8210000000000001,0.8205959999999991,0.587,0.593,17434.2,17434.2,11965.8,1367.66,16411.92,9.115,199734.2,299.0066666666669
21485,3966.67,995.6,1226.94,0.56,0.5603042016806721,0.309,0.737,49526.4,49526.4,17673.6,2222.54,26670.48,0.542016806722689,75326.4,1744.13
21486,2500.0,598.36,576.0,0.47000000000000003,0.46974400000000005,0.23,0.096,6758.4,6758.4,63641.6,1174.36,14092.320000000002,0.64,25958.4,1325.64
21487,8208.33,1688.21,315.0,0.244,0.244045888324873,0.038,0.148,10389.6,10389.6,59810.4,2003.21,24038.52,0.10659898477157301,20889.6,6205.12
21488,3283.33,321.95,300.0,0.189,0.18942639593908603,0.091,0.5730000000000001,44235.6,44235.6,32964.4,621.95,7463.400000000001,0.25380710659898403,54235.6,2661.383333333333
21489,3158.0,775.82,571.41,0.427,0.426563588390501,0.181,0.365,15330.0,15330.0,26670.0,1347.23,16166.76,0.44854881266490704,32330.0,1811.1033333333332
21490,1666.67,656.67,391.86,0.629,0.629118,0.23500000000000001,0.588,29294.7,34398.0,24102.0,1048.53,12582.36,0.585,46098.0,618.14
21491,2191.67,497.5,1142.92,0.748,0.7484806083650191,0.521,0.596,17701.2,17701.2,11998.8,1640.42,19685.04,0.9125475285171101,41701.2,551.2466666666664
21492,4225.0,676.3,186.0,0.20400000000000001,0.20409467455621302,0.044,0.46,62652.0,62652.0,73548.0,862.3,10347.6,0.12228796844181401,68852.0,3362.7
21493,1667.0,280.28,3540.54,2.292,2.292491999999999,2.124,0.378,7824.6,7824.6,12875.4,3820.82,45849.84,18.98,387424.6,-2154.1533333333327
21494,4383.0,1647.03,391.46,0.465,0.46505475285171105,0.089,0.224,7996.8,7996.8,27703.2,2038.49,24461.88,0.330798479087452,25396.8,2344.84
21495,6508.33,1344.69,511.77,0.28500000000000003,0.285243533930857,0.079,0.259,28800.8,28800.8,82399.2,1856.46,22277.52,0.14084507042253502,39800.8,4651.87
21496,4283.33,645.33,1755.34,0.56,0.560467704280155,0.41000000000000003,0.605,95711.0,95711.0,62489.0,2400.67,28808.04,5.575875486381323,382311.0,1882.663333333333
21497,3391.67,879.48,918.73,0.53,0.530184766584766,0.271,0.549,40735.8,40735.8,33464.2,1798.21,21578.52,3.125307125307125,167935.8,1593.46
21498,4400.0,1640.18,637.2,0.518,0.517586363636363,0.145,0.6890000000000001,38032.8,38032.8,17167.2,2277.38,27328.56,2.395833333333333,164532.8,2122.62
21499,2083.33,825.18,339.91,0.559,0.559243199999999,0.163,0.715,23166.0,23166.0,9234.0,1165.09,13981.079999999998,0.524,36266.0,918.24
21500,6616.67,2517.44,378.0,0.438,0.437597984886649,0.057,0.44,105864.0,105864.0,134736.0,2895.44,34745.28,0.15869017632241803,118464.0,3721.23
21501,5483.0,810.1,537.0,0.246,0.24567173252279603,0.098,0.17200000000000001,13656.8,13656.8,65743.2,1347.1,16165.2,0.272036474164133,31556.8,4136.233333333334
21502,5650.0,1731.11,279.0,0.356,0.355771681415929,0.049,0.371,86665.6,86665.6,146934.4,2010.11,24121.32,0.13716814159292,95965.6,3639.89
21503,6666.67,2477.46,327.85,0.421,0.420796499999999,0.049,0.625,124187.5,124187.5,74512.5,2805.31,33663.72,0.12625,134287.5,3861.36
21504,2625.0,319.19,725.73,0.398,0.39806476190476103,0.276,0.245,21413.0,21413.0,65987.0,1044.92,12539.04,0.7015873015873011,43513.0,1580.08
21505,4625.0,1778.6,335.93,0.457,0.45719567567567504,0.073,0.327,38749.5,38749.5,79750.5,2114.53,25374.36,1.064864864864864,97849.5,2510.47
21506,1667.0,204.45,397.13,0.361,0.36094799999999905,0.23800000000000002,0.333,13586.4,13586.4,27213.6,601.58,7218.959999999999,0.88,31186.4,1065.09
21507,3583.33,289.6,309.0,0.167,0.167051162790697,0.08600000000000001,0.187,22084.7,22084.7,96015.3,598.6,7183.200000000001,0.23953488372093001,32384.7,2984.73
21508,1667.0,480.2,601.78,0.649,0.649188,0.361,0.307,12464.2,12464.2,28135.8,1081.98,12983.76,1.345,39364.2,584.69
21509,4741.67,281.81,267.0,0.116,0.115742003514938,0.056,0.462,66250.8,66250.8,77149.2,548.81,6585.719999999999,0.156414762741652,75150.8,4192.86
21510,5541.67,698.04,1692.22,0.431,0.431325112781954,0.305,0.495,105583.5,105583.5,107716.5,2390.26,28683.120000000003,4.290225563909774,390883.5,3151.41
21511,1666.67,422.01,446.08,0.521,0.520853999999999,0.268,0.611,19796.4,19796.4,12603.6,868.09,10417.079999999998,0.8150000000000001,36096.4,798.5766666666668
21512,2100.0,214.48,1902.83,1.008,1.008242857142857,0.906,0.112,7078.4,7078.4,56121.6,2117.31,25407.72,11.896825396825397,306878.4,-17.31
21513,3450.0,513.21,309.0,0.23800000000000002,0.23832173913043403,0.09,0.539,40263.3,40263.3,34436.7,822.21,9866.52,0.24879227053140002,50563.3,2627.79
21514,4375.0,1315.23,297.0,0.369,0.36850971428571405,0.068,0.727,76262.3,76262.3,28637.7,1612.23,19346.76,0.188571428571428,86162.3,2762.77
21515,6175.0,2179.98,1261.3,0.557,0.5572923076923071,0.20400000000000001,0.47000000000000003,66693.0,66693.0,75207.0,3441.28,41295.36,3.331983805668016,313593.0,2733.72
21516,4025.0,1560.81,219.0,0.442,0.442188819875776,0.054,0.511,57589.7,57589.7,55110.3,1779.81,21357.72,0.151138716356107,64889.7,2245.19
21517,1900.0,693.38,102.0,0.419,0.418621052631578,0.054,0.385,21213.5,21213.5,33886.5,795.38,9544.56,0.14912280701754302,24613.5,1104.62
21518,4850.0,333.86,1510.72,0.38,0.380325773195876,0.311,0.5750000000000001,69057.5,69057.5,51042.5,1844.58,22134.96,4.376288659793815,323757.5,3005.42
21519,5675.0,1777.22,489.65,0.399,0.39944845814977903,0.08600000000000001,0.10300000000000001,5675.3,5675.3,49424.7,2266.87,27202.44,0.22173274596182002,20775.3,3408.13
